TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3
g000322,남,30,46,46150,46,46130,46,46230,2,4,4,3,1,4,5,1,서울특별시,전남,2023-05-19~2023-05-21,3,2.0,1.0
g000638,남,20,42,42210,26,26500,11,11680,4,1,1,1,1,1,3,4,제주특별자치도,전남,2023-05-19~2023-05-23,6,7.0,1.0
g006322,여,30,50,50110,42,42170,41,41110,5,2,3,4,4,5,5,5,서울특별시,대전,2023-08-27~2023-08-27,1,2.0,3.0
g000742,여,20,50,50130,26,26320,45,45180,6,1,2,2,3,3,3,3,서울특별시,충북,2023-05-26~2023-05-27,5,2.0,1.0
g008141,여,30,42,42150,42,42210,50,50130,1,3,4,3,4,2,1,7,경기도,대전,2023-09-02~2023-09-02,1,7.0,2.0
g002445,여,30,50,50130,50,50110,46,46130,2,1,2,2,3,4,7,6,전라남도,광주,2023-06-17~2023-06-17,1,3.0,7.0
g011849,남,40,44,44130,44,44770,44,44150,6,2,6,6,7,7,2,2,충청남도,충남,2023-09-17~2023-09-17,8,3.0,1.0
g007342,남,40,42,42150,48,48310,29,29155,7,7,7,1,1,3,5,4,광주광역시,전남,2023-08-27~2023-08-27,2,3.0,8.0
g010515,여,20,50,50110,46,46710,46,46170,2,6,2,6,6,4,5,3,광주광역시,전남,2023-08-29~2023-08-29,2,1.0,
g001697,남,40,50,50130,46,46870,46,46710,1,4,4,6,6,6,2,4,광주광역시,전남,2023-06-04~2023-06-05,8,2.0,1.0
g011858,여,50,42,42210,43,43720,43,43150,1,2,1,5,5,6,1,5,경기도,충남,2023-09-02~2023-09-02,3,1.0,7.0
e002195,여,20,26,26710,50,50130,28,28710,7,7,3,2,6,7,2,7,서울특별시,대전,2023-06-04~2023-06-04,5,7.0,3.0
g011060,여,20,44,44130,11,11290,44,44230,4,4,2,2,4,4,3,5,대전광역시,광주,2023-09-10~2023-09-10,1,5.0,6.0
g004279,남,20,50,50130,26,26350,41,41820,2,2,1,3,6,4,2,7,인천광역시,전북,2023-07-29~2023-07-30,4,1.0,8.0
g000785,여,30,11,11680,45,45130,30,30200,4,4,1,3,4,5,4,1,광주광역시,대전,2023-05-20~2023-05-20,2,,
g002512,여,50,43,43110,11,11410,42,42130,1,1,4,1,1,4,3,5,충청북도,충북,2023-06-17~2023-06-18,2,1.0,
g000250,여,50,46,46130,50,50110,11,11110,6,2,3,5,3,6,3,4,세종특별자치시,충북,2023-06-04~2023-06-04,8,3.0,
g009802,여,20,50,50130,42,42190,47,47130,3,2,3,4,3,4,1,7,부산광역시,대전,2023-09-10~2023-09-10,1,2.0,10.0
g011450,여,50,42,42210,26,26710,45,45730,4,5,3,3,3,3,5,6,서울특별시,전북,2023-09-09~2023-09-09,9,2.0,1.0
g012582,남,30,46,46130,47,47770,42,42210,1,2,1,3,6,3,7,7,대전광역시,세종,2023-09-16~2023-09-16,1,3.0,7.0
g004669,여,40,45,45110,26,26350,11,11305,5,1,6,2,2,3,2,4,광주광역시,전남,2023-07-31~2023-08-01,1,2.0,3.0
g001320,여,20,50,50110,42,42150,26,26350,3,1,1,4,5,1,4,7,대전광역시,충남,2023-06-09~2023-06-10,3,5.0,1.0
g010391,여,40,50,50130,26,26710,48,48170,7,4,7,4,4,7,4,4,대구광역시,충남,2023-08-27~2023-08-27,1,2.0,7.0
g006459,여,20,50,50130,26,26350,45,45730,3,3,2,3,4,3,6,5,대전광역시,세종,2023-08-26~2023-08-26,3,7.0,1.0
g012883,여,30,42,42830,44,44760,41,41830,2,3,1,6,3,2,6,6,서울특별시,충북,2023-09-24~2023-09-24,1,6.0,8.0
g004920,남,50,42,42170,44,44825,45,45800,6,2,2,2,1,2,2,6,경기도,충남,2023-08-06~2023-08-06,2,1.0,3.0
g008429,여,20,46,46710,46,46790,46,46130,2,4,4,3,4,4,6,7,광주광역시,전남,2023-08-26~2023-08-26,3,1.0,2.0
g004723,여,20,42,42150,50,50110,26,26110,2,2,2,5,2,6,6,6,서울특별시,대전,2023-08-05~2023-08-05,1,2.0,3.0
g000233,남,40,29,29155,50,50130,50,50110,4,4,4,4,4,6,3,5,전라남도,광주,2023-05-27~2023-05-28,2,5.0,1.0
g011704,여,30,50,50110,42,42230,26,26500,2,2,2,4,5,5,5,3,대전광역시,세종,2023-09-09~2023-09-09,1,3.0,7.0
g002603,여,30,27,27140,30,30200,30,30230,3,1,1,5,7,7,4,7,경기도,충남,2023-07-08~2023-07-09,1,3.0,7.0
g004671,남,30,11,11680,50,50110,26,26350,7,2,1,7,5,4,6,7,경기도,대전,2023-08-08~2023-08-09,1,7.0,2.0
g008531,여,20,26,26350,46,46110,46,46130,2,6,5,6,6,5,2,6,광주광역시,전남,2023-09-02~2023-09-02,3,1.0,6.0
g011510,여,20,47,47130,26,26710,50,50130,2,6,2,7,2,4,7,5,대구광역시,대전,2023-09-02~2023-09-02,3,1.0,
g007411,여,40,11,11680,46,46110,45,45130,4,7,2,2,4,6,2,7,광주광역시,전남,2023-08-26~2023-08-26,3,2.0,1.0
g002875,여,40,42,42150,26,26350,48,48240,4,2,4,4,2,4,6,2,충청북도,충남,2023-07-08~2023-07-09,2,3.0,1.0
g000435,남,40,42,42780,41,41800,11,11560,1,4,4,1,1,4,4,2,경기도,충남,2023-05-27~2023-05-29,3,1.0,8.0
g011441,남,40,48,48220,26,26200,46,46130,2,3,2,3,3,2,6,2,충청북도,충남,2023-09-05~2023-09-05,2,1.0,
g008866,여,20,50,50130,30,30200,45,45110,3,2,1,6,2,3,6,7,전라북도,전북,2023-08-22~2023-08-23,3,1.0,7.0
g013059,여,40,42,42150,11,11680,45,45110,4,6,2,2,2,4,1,5,전라북도,전북,2023-09-27~2023-09-27,1,8.0,5.0
g011577,남,50,50,50110,26,26350,44,44180,2,6,2,2,2,2,5,5,대전광역시,충남,2023-09-10~2023-09-10,2,1.0,3.0
g011286,남,40,26,26350,42,42150,50,50130,4,1,5,5,3,5,3,6,서울특별시,충북,2023-09-09~2023-09-09,1,3.0,2.0
g000404,남,40,11,11110,48,48840,45,45110,7,1,1,3,7,1,1,1,경상북도,전남,2023-06-03~2023-06-05,2,8.0,3.0
g000215,여,30,50,50130,42,42830,48,48840,2,2,2,5,2,2,2,7,서울특별시,대전,2023-05-20~2023-05-21,1,2.0,3.0
g009362,여,30,26,26200,46,46130,42,42150,4,4,6,6,4,3,6,1,전라북도,전남,2023-08-27~2023-08-27,1,2.0,3.0
g005814,여,40,50,50110,42,42150,26,26350,6,1,3,1,6,2,7,5,인천광역시,전남,2023-08-22~2023-08-24,3,8.0,2.0
g006330,여,40,42,42760,42,42770,42,42150,4,3,7,2,1,2,3,4,경기도,전남,2023-08-14~2023-08-16,1,2.0,7.0
g004393,여,40,42,42210,42,42150,41,41190,7,2,1,6,4,7,1,3,강원도,충북,2023-08-05~2023-08-05,3,8.0,
g011952,여,20,46,46130,26,26500,11,11680,3,5,3,6,5,6,1,6,광주광역시,전남,2023-09-07~2023-09-07,4,1.0,7.0
g005812,여,30,50,50130,42,42150,41,41820,5,2,2,2,3,4,2,4,경기도,전북,2023-08-28~2023-08-30,2,1.0,7.0
g003565,여,20,41,41460,11,11440,26,26380,7,4,3,4,4,4,3,4,대전광역시,전남,2023-07-01~2023-07-02,2,3.0,1.0
g001829,여,20,50,50110,42,42210,29,29155,4,2,5,3,3,2,6,6,인천광역시,대전,2023-06-05~2023-06-06,1,7.0,5.0
g009291,여,30,50,50110,11,11680,46,46820,6,7,2,6,7,2,1,6,광주광역시,전북,2023-09-03~2023-09-03,4,2.0,8.0
g000612,여,20,50,50110,26,26350,11,11680,7,1,7,1,1,6,1,7,충청북도,충북,2023-05-26~2023-05-29,1,2.0,4.0
g000240,남,50,42,42210,42,42830,48,48220,1,1,4,1,1,7,7,1,서울특별시,전남,2023-05-29~2023-05-30,8,7.0,1.0
g001353,여,30,11,11680,42,42150,50,50110,6,1,2,1,6,2,1,6,경기도,충북,2023-05-28~2023-05-29,2,3.0,1.0
g010521,남,20,50,50130,42,42210,44,44230,1,4,1,6,6,7,7,1,대전광역시,충남,2023-09-03~2023-09-03,7,1.0,8.0
g004412,여,20,50,50110,46,46110,26,26350,1,3,2,2,4,6,5,7,광주광역시,전남,2023-07-30~2023-07-30,1,3.0,2.0
g006482,여,30,45,45110,45,45130,46,46890,2,1,4,3,7,4,1,7,전라남도,전북,2023-08-26~2023-08-27,9,3.0,2.0
g000788,여,30,48,48220,11,11110,42,42210,7,2,5,2,3,2,5,4,서울특별시,전남,2023-06-03~2023-06-06,2,1.0,5.0
g000290,남,40,42,42720,41,41110,41,41590,2,1,3,3,3,7,3,5,경기도,충남,2023-06-04~2023-06-05,7,8.0,2.0
e000316,여,20,50,50130,44,44825,11,11140,5,6,6,5,4,5,6,2,경상북도,서울,2023-05-27~2023-05-29,1,3.0,2.0
g007176,여,30,11,11140,27,27200,48,48310,6,2,3,5,6,5,2,2,부산광역시,전남,2023-08-25~2023-08-27,7,1.0,2.0
g001050,여,50,50,50110,42,42170,26,26230,3,5,2,2,2,3,5,3,대전광역시,세종,2023-05-27~2023-05-27,2,3.0,
g004025,남,50,50,50130,42,42210,26,26350,1,4,1,4,4,3,3,6,경기도,충북,2023-07-08~2023-07-09,3,8.0,7.0
g012557,남,40,42,42820,43,43740,44,44825,2,7,2,1,4,6,2,5,경기도,충남,2023-09-17~2023-09-17,3,2.0,1.0
g003636,남,20,26,26500,42,42210,42,42150,4,2,6,2,3,6,1,6,경기도,충남,2023-07-01~2023-07-01,1,3.0,5.0
g004688,여,20,42,42210,26,26350,50,50110,1,4,3,2,4,4,4,7,서울특별시,충북,2023-08-13~2023-08-14,7,2.0,1.0
g002693,여,20,50,50110,42,42150,42,42210,1,1,4,5,2,5,7,7,서울특별시,광주,2023-06-15~2023-06-16,3,7.0,4.0
g010439,남,20,50,50110,50,50130,26,26350,4,3,3,4,4,4,4,5,대전광역시,전북,2023-08-30~2023-08-30,5,3.0,10.0
g012333,남,20,46,46710,46,46880,45,45110,1,7,1,1,1,1,1,6,광주광역시,전북,2023-09-09~2023-09-09,2,4.0,3.0
g002718,남,30,42,42150,28,28245,11,11680,3,2,2,5,3,4,6,4,경기도,대전,2023-06-16~2023-06-17,3,1.0,2.0
g003308,여,50,50,50130,50,50110,42,42150,2,2,1,2,2,2,2,2,서울특별시,충남,2023-06-24~2023-06-25,7,3.0,1.0
g011444,남,20,42,42150,28,28710,44,44180,1,6,2,3,1,2,7,6,인천광역시,충북,2023-09-17~2023-09-17,7,2.0,1.0
g011365,남,20,26,26500,42,42150,50,50130,1,1,6,2,1,6,6,7,인천광역시,전북,2023-09-02~2023-09-02,2,3.0,1.0
g000592,여,40,11,11230,42,42210,50,50110,3,1,1,4,7,6,2,5,경기도,충북,2023-05-27~2023-05-29,3,8.0,7.0
g004925,여,20,50,50110,46,46130,29,29140,2,1,1,2,3,4,6,7,서울특별시,전남,2023-08-23~2023-08-25,3,7.0,1.0
g005711,여,20,42,42150,42,42210,48,48840,2,3,6,2,5,5,3,5,경기도,대전,2023-08-11~2023-08-13,1,7.0,2.0
g001144,여,40,41,41280,42,42110,42,42150,3,1,1,1,3,3,3,7,인천광역시,충북,2023-05-28~2023-05-29,3,2.0,10.0
g009219,여,30,45,45110,26,26350,47,47130,4,1,4,2,5,2,5,5,광주광역시,전남,2023-08-26~2023-08-26,1,3.0,2.0
g013029,여,40,50,50130,26,26350,46,46130,6,2,6,2,2,5,6,5,광주광역시,전남,2023-09-27~2023-09-27,3,2.0,1.0
g011127,여,30,42,42150,26,26500,43,43150,6,4,1,2,4,3,1,6,서울특별시,대전,2023-09-16~2023-09-16,1,3.0,5.0
g006529,여,20,26,26350,50,50110,50,50130,6,2,3,3,3,5,6,3,경기도,광주,2023-08-15~2023-08-15,1,3.0,7.0
g000487,남,30,42,42770,42,42210,46,46770,1,1,1,4,1,1,1,7,경기도,충남,2023-05-25~2023-05-27,5,1.0,7.0
g011816,남,20,42,42820,43,43110,30,30230,4,4,4,4,4,4,4,4,경기도,대전,2023-09-24~2023-09-24,1,3.0,8.0
f009789,남,30,48,48840,48,48240,48,48310,1,1,1,1,1,2,4,6,서울특별시,경남,2023-08-25~2023-08-26,5,9.0,2.0
g012530,남,40,46,46130,30,30200,48,48840,4,3,2,4,6,3,2,6,전라북도,충남,2023-09-17~2023-09-17,3,5.0,1.0
g010836,남,20,26,26350,48,48310,42,42830,3,6,2,5,5,6,2,5,서울특별시,충남,2023-09-02~2023-09-02,3,7.0,1.0
g002753,여,20,26,26500,42,42150,50,50110,6,1,1,2,2,6,7,3,충청북도,충남,2023-07-03~2023-07-04,2,1.0,3.0
g000804,남,40,42,42130,42,42760,41,41650,1,3,2,5,3,3,2,6,경기도,충남,2023-06-02~2023-06-04,8,7.0,1.0
g001645,남,50,46,46130,26,26440,42,42210,2,1,3,3,4,6,6,5,대전광역시,전북,2023-06-03~2023-06-04,2,1.0,9.0
g005300,남,40,41,41280,41,41190,28,28185,2,6,2,2,4,4,2,6,인천광역시,대전,2023-08-18~2023-08-19,3,,
g000231,남,30,11,11140,41,41670,43,43150,4,6,2,2,5,2,6,6,강원도,대전,2023-05-27~2023-05-28,1,3.0,7.0
g001114,남,20,48,48220,27,27260,42,42150,6,1,2,1,2,6,1,6,경기도,대전,2023-05-27~2023-05-28,3,8.0,1.0
g012617,남,20,11,11650,26,26350,50,50110,6,3,1,6,5,7,5,6,광주광역시,전북,2023-09-17~2023-09-17,3,1.0,7.0
g002169,남,30,47,47130,47,47110,48,48890,2,5,6,6,2,6,2,3,대구광역시,전북,2023-06-17~2023-06-18,1,2.0,6.0
g005187,남,30,46,46710,29,29200,11,11680,1,1,4,3,1,1,4,7,충청남도,전남,2023-08-09~2023-08-11,2,7.0,1.0
g006029,여,30,44,44825,42,42210,44,44270,4,5,5,5,7,4,6,2,충청남도,충남,2023-08-14~2023-08-15,1,3.0,2.0
g011530,남,60,42,42830,50,50130,41,41480,1,4,3,4,3,3,3,4,서울특별시,충남,2023-09-02~2023-09-02,10,,
g003645,남,20,11,11440,26,26350,11,11215,3,3,3,5,5,5,3,3,광주광역시,전북,2023-07-22~2023-07-23,3,1.0,2.0
g000389,여,20,50,50130,50,50110,30,30200,3,2,3,5,3,2,4,5,서울특별시,전북,2023-05-16~2023-05-18,7,1.0,4.0
g013024,여,30,42,42150,26,26350,50,50110,1,1,1,1,1,4,7,7,광주광역시,전북,2023-09-27~2023-09-27,2,4.0,7.0
g005175,남,20,50,50110,11,11680,29,29110,4,1,7,1,1,7,7,4,전라남도,전남,2023-08-20~2023-08-21,2,5.0,1.0
g003610,여,20,50,50110,42,42150,26,26350,4,3,2,2,3,4,5,6,서울특별시,대전,2023-07-01~2023-07-02,1,3.0,2.0
g006249,여,50,42,42170,42,42760,43,43110,1,2,3,2,3,2,1,2,경기도,전북,2023-08-13~2023-08-15,8,3.0,1.0
g013063,여,20,50,50110,50,50130,42,42150,2,4,4,6,2,2,6,2,전라남도,광주,2023-09-26~2023-09-26,6,2.0,1.0
g001008,남,40,50,50110,26,26350,48,48840,2,4,2,4,2,2,6,6,서울특별시,전남,2023-05-28~2023-05-29,1,2.0,
g012699,여,30,44,44150,50,50130,26,26200,2,4,1,2,2,3,7,6,대전광역시,충남,2023-09-23~2023-09-23,1,7.0,8.0
g005838,여,30,50,50130,42,42830,41,41650,3,1,2,5,3,3,5,2,서울특별시,전북,2023-08-19~2023-08-20,2,1.0,3.0
g001890,여,40,30,30110,44,44150,42,42820,1,6,3,2,6,6,1,7,대전광역시,충남,2023-06-10~2023-06-10,3,2.0,1.0
g004781,여,50,50,50130,41,41220,42,42830,1,1,5,1,1,4,1,7,서울특별시,충북,2023-08-05~2023-08-06,3,5.0,8.0
g010705,여,30,42,42150,50,50110,26,26410,2,2,6,2,2,6,3,3,전라남도,광주,2023-09-09~2023-09-09,9,6.0,7.0
g012919,여,40,46,46130,29,29155,48,48840,2,4,1,3,7,1,7,7,전라남도,전북,2023-09-26~2023-09-26,3,7.0,1.0
g008968,여,20,46,46130,50,50130,11,11110,2,6,2,3,5,4,4,4,전라북도,전남,2023-08-25~2023-08-25,1,7.0,2.0
g002241,여,30,42,42770,50,50130,48,48840,1,1,1,1,1,2,7,6,충청남도,충북,2023-07-08~2023-07-09,2,,
g003238,남,40,42,42150,26,26290,45,45110,4,4,4,4,2,4,5,6,경기도,전북,2023-06-26~2023-06-27,2,1.0,5.0
g003577,남,20,42,42150,28,28720,26,26350,3,2,2,5,3,2,2,4,서울특별시,전남,2023-07-08~2023-07-09,2,5.0,8.0
g002473,남,30,42,42150,47,47130,28,28720,6,1,1,1,6,3,7,5,경기도,전북,2023-06-22~2023-06-23,3,1.0,2.0
g007727,여,20,11,11680,30,30170,26,26350,5,1,2,1,4,3,4,4,경기도,대전,2023-08-20~2023-08-20,1,7.0,3.0
g010972,여,20,42,42150,50,50110,47,47130,5,2,3,3,3,4,6,5,서울특별시,전북,2023-09-17~2023-09-17,2,3.0,4.0
g003140,여,20,50,50130,50,50110,26,26350,3,3,2,3,6,2,5,5,서울특별시,전남,2023-06-29~2023-06-30,8,1.0,
g002744,남,40,42,42150,42,42210,45,45110,2,2,1,2,4,1,4,4,서울특별시,전북,2023-07-01~2023-07-02,4,1.0,7.0
g009661,남,20,50,50130,46,46130,46,46710,7,3,7,3,7,7,7,7,광주광역시,전남,2023-08-25~2023-08-25,3,7.0,4.0
g000558,남,40,50,50130,42,42150,26,26350,1,3,2,4,4,5,4,5,경기도,전북,2023-06-03~2023-06-05,1,3.0,2.0
g004124,여,30,50,50130,29,29110,45,45110,3,5,1,6,7,1,7,6,전라남도,전남,2023-07-28~2023-07-29,5,7.0,
g007684,남,20,11,11680,50,50130,26,26350,2,1,1,1,5,4,3,3,충청남도,충남,2023-08-22~2023-08-22,7,1.0,3.0
g003929,남,50,11,11710,26,26350,30,30140,6,5,3,2,2,6,2,7,광주광역시,전남,2023-08-01~2023-08-02,7,5.0,3.0
g012767,여,20,50,50110,50,50130,42,42150,4,3,3,4,2,3,2,6,경기도,충남,2023-09-24~2023-09-24,1,3.0,2.0
g007225,여,30,50,50130,26,26350,46,46130,2,3,3,3,2,6,3,5,경기도,전남,2023-08-26~2023-08-27,2,3.0,1.0
g011292,남,20,46,46130,31,31170,42,42150,2,3,2,3,6,4,2,3,광주광역시,전남,2023-09-16~2023-09-16,3,6.0,1.0
g002122,남,60,50,50130,50,50110,46,46790,2,2,6,2,1,6,1,1,광주광역시,전남,2023-06-30~2023-07-01,7,6.0,1.0
g003028,남,30,50,50130,50,50110,42,42150,3,4,4,1,3,4,4,5,경기도,전남,2023-06-30~2023-07-01,9,3.0,1.0
g011818,여,20,50,50130,50,50110,47,47130,2,1,4,4,3,3,6,2,서울특별시,대전,2023-09-07~2023-09-07,7,6.0,1.0
g003871,여,30,50,50130,42,42150,46,46130,2,1,1,3,2,6,3,5,대전광역시,충남,2023-07-29~2023-07-30,3,1.0,2.0
g011459,남,40,46,46710,29,29170,46,46170,1,1,1,4,1,7,7,7,광주광역시,대전,2023-09-08~2023-09-08,2,7.0,1.0
g012282,여,40,50,50130,46,46900,44,44150,3,4,3,3,5,4,2,3,대전광역시,세종,2023-09-11~2023-09-11,2,1.0,3.0
g010656,남,30,50,50110,26,26350,11,11680,6,2,2,2,2,6,2,5,서울특별시,전남,2023-09-09~2023-09-09,2,7.0,1.0
g000235,여,30,48,48220,42,42830,46,46770,7,7,5,4,3,4,4,3,서울특별시,전남,2023-05-26~2023-05-28,7,3.0,2.0
g012447,여,20,46,46130,48,48310,26,26350,3,2,4,4,3,3,2,4,전라남도,전남,2023-09-16~2023-09-16,2,1.0,3.0
g000249,여,40,44,44825,42,42210,44,44200,4,6,5,5,4,5,5,2,경기도,전북,2023-05-27~2023-05-29,1,7.0,3.0
g011018,여,50,42,42150,26,26350,46,46130,7,2,1,2,7,2,2,7,광주광역시,전남,2023-09-01~2023-09-01,5,2.0,7.0
g002438,여,50,46,46890,44,44270,48,48170,1,3,1,4,4,6,4,6,서울특별시,전남,2023-06-30~2023-07-01,7,5.0,1.0
g005565,여,40,42,42150,47,47130,41,41110,1,3,2,3,2,3,2,5,경상북도,충북,2023-08-10~2023-08-10,4,6.0,
g010492,여,20,43,43760,44,44180,44,44130,3,2,1,4,4,3,6,5,충청북도,세종,2023-09-03~2023-09-03,6,2.0,5.0
g004714,여,50,46,46130,45,45790,44,44130,5,6,7,6,7,6,4,4,광주광역시,전남,2023-08-12~2023-08-12,2,,
g004915,여,30,50,50130,50,50110,26,26350,4,3,2,3,1,5,5,6,광주광역시,충남,2023-08-25~2023-08-27,1,3.0,2.0
g000572,여,50,50,50130,42,42210,46,46890,1,4,1,1,1,4,4,4,경기도,충남,2023-05-27~2023-05-27,3,9.0,1.0
g010717,남,20,45,45800,30,30200,11,11710,4,6,2,6,7,6,6,6,전라북도,전북,2023-09-30~2023-09-30,8,1.0,5.0
g000864,여,30,42,42150,26,26350,42,42170,5,1,4,2,4,4,1,7,서울특별시,전남,2023-06-04~2023-06-06,1,4.0,2.0
g012382,여,30,50,50110,46,46130,48,48220,4,3,4,4,3,4,5,5,인천광역시,충남,2023-09-12~2023-09-12,1,7.0,8.0
g005692,남,30,41,41460,26,26350,50,50130,3,2,1,3,6,6,2,6,경기도,충북,2023-08-25~2023-08-26,3,9.0,1.0
g011412,남,30,42,42210,26,26350,41,41360,2,3,1,2,2,4,2,2,서울특별시,충남,2023-09-09~2023-09-09,8,1.0,2.0
g012339,남,60,50,50110,44,44180,43,43720,1,1,4,4,4,4,3,3,충청북도,세종,2023-09-16~2023-09-16,3,2.0,1.0
g012732,남,60,45,45710,47,47820,42,42770,3,2,2,3,4,3,2,4,대전광역시,충남,2023-09-24~2023-09-24,8,1.0,3.0
g011726,여,20,11,11440,26,26350,28,28710,2,1,1,2,6,3,5,4,서울특별시,대전,2023-09-09~2023-09-09,3,2.0,1.0
g003143,여,40,50,50110,26,26500,42,42150,3,2,3,2,3,4,2,5,서울특별시,전북,2023-06-23~2023-06-24,3,2.0,1.0
g004971,남,20,41,41820,46,46130,44,44210,1,1,3,4,7,3,1,7,전라북도,충남,2023-08-11~2023-08-12,3,1.0,6.0
g000782,여,30,30,30140,45,45110,44,44810,4,7,6,1,5,1,1,1,대전광역시,전북,2023-05-27~2023-05-27,3,7.0,2.0
g010733,여,40,41,41650,45,45110,41,41830,1,7,7,4,1,4,5,3,서울특별시,충북,2023-09-09~2023-09-09,2,,
g003474,남,20,42,42150,11,11110,28,28260,1,1,1,4,7,4,6,6,서울특별시,충북,2023-07-07~2023-07-08,1,3.0,2.0
g006822,여,20,42,42150,42,42210,26,26350,3,2,2,4,5,5,2,6,서울특별시,전북,2023-08-17~2023-08-19,4,1.0,2.0
g002729,여,30,26,26500,42,42150,41,41360,5,5,2,1,5,2,2,5,서울특별시,충북,2023-06-20~2023-06-20,1,7.0,2.0
g012406,남,30,46,46130,26,26200,11,11440,4,4,2,3,5,4,2,7,광주광역시,전남,2023-09-10~2023-09-10,2,1.0,3.0
g001724,여,40,50,50130,50,50110,46,46710,1,3,1,3,3,5,3,5,광주광역시,전북,2023-06-03~2023-06-03,3,2.0,1.0
g008051,남,20,50,50110,47,47730,42,42210,3,2,1,5,5,3,6,5,서울특별시,광주,2023-08-22~2023-08-22,2,1.0,4.0
g011398,여,50,41,41110,11,11680,41,41270,2,4,1,2,2,6,2,6,경기도,충남,2023-09-01~2023-09-01,7,3.0,1.0
g012439,여,30,48,48840,47,47130,50,50130,2,2,2,1,6,2,6,7,서울특별시,대전,2023-09-17~2023-09-17,7,1.0,2.0
g002466,여,40,44,44150,43,43730,43,43110,4,2,2,4,6,3,6,6,대전광역시,충북,2023-06-17~2023-06-18,2,3.0,1.0
g006161,남,20,50,50110,26,26350,42,42150,7,1,1,1,4,4,1,7,서울특별시,전남,2023-08-13~2023-08-14,3,1.0,2.0
g012257,여,20,42,42150,48,48220,26,26350,4,4,4,4,4,4,4,4,서울특별시,충남,2023-09-10~2023-09-10,7,6.0,2.0
g002856,여,20,50,50130,45,45110,11,11170,4,3,2,3,5,3,5,6,대전광역시,전북,2023-06-17~2023-06-17,7,1.0,5.0
g011709,여,30,44,44825,47,47130,48,48310,2,1,2,4,3,4,3,5,서울특별시,충북,2023-09-09~2023-09-09,1,3.0,2.0
g002585,남,40,44,44760,11,11170,29,29170,2,2,2,1,7,7,1,3,전라북도,충남,2023-06-24~2023-06-25,3,8.0,1.0
g003980,남,30,27,27230,44,44760,26,26710,4,4,4,1,1,7,4,7,대전광역시,전북,2023-07-16~2023-07-17,9,8.0,3.0
g003368,여,40,26,26290,44,44180,42,42760,5,4,5,4,6,6,2,6,대전광역시,세종,2023-07-01~2023-07-01,8,4.0,6.0
g006469,여,30,44,44825,50,50110,26,26710,1,1,6,3,2,2,2,6,경기도,전북,2023-08-22~2023-08-23,3,4.0,1.0
g011344,여,30,26,26410,43,43150,30,30170,3,2,1,4,3,2,1,7,충청남도,전북,2023-09-02~2023-09-02,3,7.0,1.0
g003144,남,20,11,11680,50,50110,41,41110,2,5,2,3,4,3,2,5,경기도,광주,2023-06-24~2023-06-25,8,1.0,2.0
g011461,여,20,30,30200,50,50110,11,11710,4,6,5,2,3,3,3,5,세종특별자치시,대전,2023-09-17~2023-09-17,6,4.0,2.0
g012337,여,30,27,27140,11,11170,26,26350,3,5,3,1,5,5,5,5,경상북도,대전,2023-09-09~2023-09-09,7,5.0,1.0
g011558,여,40,46,46710,50,50110,45,45180,2,4,2,2,3,2,2,7,전라남도,전북,2023-09-16~2023-09-16,4,1.0,2.0
g003563,남,40,50,50130,42,42150,46,46150,4,4,4,4,4,4,5,5,서울특별시,전남,2023-07-01~2023-07-01,3,,
g007371,여,20,26,26350,50,50110,42,42210,6,2,2,2,2,6,6,5,서울특별시,대전,2023-08-20~2023-08-20,1,2.0,7.0
g005817,남,20,50,50110,27,27110,26,26350,4,2,2,5,5,3,6,6,서울특별시,전북,2023-08-18~2023-08-20,2,1.0,3.0
g002189,여,20,26,26350,46,46130,48,48220,5,2,4,2,4,4,3,5,전라북도,충남,2023-06-23~2023-06-24,3,2.0,1.0
g005840,여,30,50,50130,42,42150,41,41280,7,1,1,1,1,5,7,7,경기도,대전,2023-08-18~2023-08-20,9,1.0,10.0
g000972,여,30,26,26350,11,11110,47,47940,2,1,1,3,3,4,2,7,울산광역시,전남,2023-05-27~2023-05-29,1,7.0,2.0
g001796,여,20,11,11680,41,41110,44,44200,2,2,2,3,2,4,3,5,경기도,충남,2023-06-04~2023-06-05,2,4.0,7.0
g001859,남,50,42,42170,43,43800,42,42750,2,3,2,4,4,5,5,7,충청북도,충남,2023-06-04~2023-06-05,2,8.0,3.0
g011622,여,30,42,42150,47,47170,50,50130,2,6,6,5,2,3,5,3,강원도,충북,2023-09-10~2023-09-10,1,3.0,2.0
g005974,여,20,46,46130,26,26500,47,47750,3,1,2,3,2,2,6,5,전라북도,전북,2023-08-13~2023-08-14,3,7.0,1.0
g009368,남,20,26,26200,44,44180,11,11710,4,4,4,4,4,4,4,4,충청북도,충남,2023-08-26~2023-08-26,3,2.0,4.0
