TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3
e004720,여,60,11,11500,47,47760,41,41390,2,4,4,4,4,4,5,5,경기도,서울,2023-07-16~2023-07-16,2,6.0,
e000914,여,20,45,45110,26,26230,11,11650,3,6,2,3,2,2,4,1,대전광역시,서울,2023-06-03~2023-06-03,1,7.0,10.0
e003564,여,30,42,42210,48,48840,41,41480,1,1,1,3,2,1,1,7,경기도,경기,2023-06-24~2023-06-24,8,3.0,7.0
e000396,여,30,50,50110,42,42150,44,44825,3,1,2,5,6,6,1,6,경기도,인천,2023-05-20~2023-05-21,9,1.0,7.0
e001890,남,20,42,42210,26,26320,50,50110,6,3,2,3,6,3,5,6,서울특별시,경기,2023-06-04~2023-06-04,3,1.0,5.0
e007797,남,30,26,26290,50,50110,50,50130,2,1,2,2,1,1,4,6,경기도,경기,2023-08-31~2023-08-31,1,8.0,7.0
e003039,여,30,41,41820,42,42830,42,42150,2,1,7,2,2,7,4,5,경기도,경기,2023-06-16~2023-06-17,2,,
e000782,남,50,42,42150,41,41450,11,11710,4,7,7,2,5,7,1,2,경기도,서울,2023-05-27~2023-05-27,5,3.0,1.0
e008478,여,20,46,46790,11,11110,50,50110,2,2,2,2,4,4,6,3,서울특별시,경기,2023-08-26~2023-08-26,10,7.0,3.0
e000655,남,50,11,11500,28,28245,50,50110,3,2,2,4,3,5,3,2,서울특별시,경기,2023-05-20~2023-05-22,2,6.0,10.0
e006837,여,60,50,50130,42,42210,26,26230,5,4,5,2,4,5,2,7,경기도,경기,2023-08-18~2023-08-18,1,5.0,
e008666,남,40,26,26350,11,11680,47,47770,1,1,6,2,6,6,6,5,대구광역시,서울,2023-08-24~2023-08-24,1,7.0,5.0
e002058,남,60,50,50110,26,26350,42,42150,1,7,1,1,1,7,7,7,경기도,경기,2023-06-02~2023-06-03,3,2.0,1.0
e010598,여,20,11,11110,42,42820,27,27110,3,2,2,2,2,6,6,7,대전광역시,서울,2023-08-24~2023-08-24,2,3.0,7.0
e007838,여,30,11,11170,11,11440,11,11110,7,6,7,7,7,6,2,6,대전광역시,서울,2023-08-28~2023-08-28,8,1.0,5.0
e007403,여,20,11,11140,11,11215,11,11350,6,6,4,3,4,5,2,6,경기도,서울,2023-08-20~2023-08-20,1,3.0,2.0
e007169,여,40,42,42830,47,47930,41,41830,2,2,1,6,6,5,4,6,경기도,서울,2023-08-16~2023-08-16,8,7.0,3.0
e001267,남,40,11,11110,50,50110,46,46130,4,3,2,3,2,5,2,6,경기도,경기,2023-06-03~2023-06-03,1,7.0,3.0
e005765,남,40,11,11110,11,11215,50,50110,4,2,3,2,3,5,4,2,경기도,서울,2023-07-27~2023-07-27,2,3.0,7.0
e001538,남,40,31,31110,26,26500,42,42170,2,1,1,4,1,1,1,7,경기도,경기,2023-06-03~2023-06-04,2,3.0,1.0
e000608,여,20,11,11440,26,26350,47,47110,4,2,4,4,5,4,6,6,경상북도,서울,2023-05-22~2023-05-23,7,4.0,2.0
e003810,여,30,50,50130,42,42150,47,47130,1,1,1,1,1,1,1,6,인천광역시,경기,2023-07-01~2023-07-01,2,3.0,5.0
e010900,남,20,41,41150,41,41820,26,26350,3,1,5,3,3,4,5,3,서울특별시,경기,2023-09-01~2023-09-01,1,3.0,7.0
e002491,남,20,50,50110,41,41830,42,42150,5,5,5,6,6,6,6,6,경기도,경기,2023-06-23~2023-06-24,2,3.0,1.0
e000556,남,30,50,50130,42,42150,26,26350,3,2,2,2,2,3,5,6,서울특별시,경기,2023-06-06~2023-06-06,1,3.0,7.0
e002389,여,60,42,42170,41,41280,41,41570,5,4,5,4,2,4,5,3,서울특별시,경기,2023-06-07~2023-06-07,6,3.0,1.0
e003334,남,30,42,42210,26,26350,42,42150,6,2,6,2,2,4,7,4,서울특별시,경기,2023-07-02~2023-07-02,7,1.0,
e007807,여,40,50,50130,42,42210,26,26350,3,3,3,3,5,2,2,6,경기도,서울,2023-08-22~2023-08-22,1,6.0,7.0
e005532,남,50,50,50110,41,41830,42,42210,4,4,4,4,7,4,1,7,서울특별시,경기,2023-07-31~2023-08-01,1,3.0,2.0
e003175,여,30,42,42210,42,42760,50,50130,2,1,2,1,2,2,6,6,경기도,경기,2023-06-26~2023-06-27,10,,
e001098,여,30,42,42210,41,41480,26,26500,6,2,3,4,5,2,5,4,서울특별시,경기,2023-05-29~2023-05-29,1,3.0,2.0
e000627,남,40,41,41110,28,28185,42,42150,6,4,3,2,3,5,2,5,경기도,인천,2023-05-19~2023-05-20,2,1.0,4.0
e007836,여,40,42,42750,43,43150,45,45730,2,2,2,4,2,2,6,5,충청북도,경기,2023-08-19~2023-08-19,3,1.0,10.0
e012144,여,20,50,50130,11,11710,26,26350,5,1,3,5,2,3,1,7,충청남도,서울,2023-08-31~2023-08-31,3,1.0,2.0
e011483,여,20,11,11230,41,41820,41,41390,5,3,1,1,7,5,2,7,경기도,서울,2023-08-26~2023-08-26,1,3.0,7.0
e000346,남,60,26,26200,28,28710,11,11440,3,5,4,6,3,5,4,5,서울특별시,인천,2023-05-27~2023-05-27,7,3.0,1.0
e003929,여,40,42,42170,11,11230,48,48330,5,5,5,4,5,5,4,6,경기도,경기,2023-07-01~2023-07-01,5,7.0,1.0
e007231,여,60,42,42150,50,50130,47,47130,2,3,4,5,5,4,3,5,경기도,서울,2023-08-19~2023-08-19,4,7.0,1.0
e006884,남,30,42,42130,42,42750,42,42770,1,1,1,3,1,1,2,5,서울특별시,경기,2023-08-20~2023-08-20,6,3.0,2.0
e003449,여,60,41,41360,41,41650,42,42780,1,5,4,2,2,3,4,4,서울특별시,경기,2023-06-17~2023-06-17,2,1.0,3.0
e001544,여,30,47,47130,45,45110,46,46130,4,2,1,1,1,7,1,7,서울특별시,경기,2023-06-04~2023-06-04,7,2.0,
e010174,여,20,48,48120,11,11260,41,41360,2,3,1,4,3,5,3,7,경기도,서울,2023-08-26~2023-08-26,3,1.0,7.0
e006179,여,30,50,50110,42,42150,42,42210,4,1,3,2,5,3,7,7,경기도,서울,2023-08-07~2023-08-09,2,1.0,3.0
e003381,여,30,41,41170,41,41820,27,27140,3,4,2,4,4,2,3,6,경기도,경기,2023-06-17~2023-06-17,1,2.0,3.0
e009505,남,30,42,42210,48,48220,31,31710,1,1,1,6,1,1,7,2,경기도,경기,2023-08-26~2023-08-26,3,1.0,7.0
e007871,여,40,47,47130,28,28710,42,42110,3,2,2,1,3,4,1,6,경기도,서울,2023-08-27~2023-08-27,8,7.0,3.0
e007583,남,20,48,48170,11,11680,26,26500,6,2,4,2,3,6,5,5,경기도,서울,2023-08-24~2023-08-24,3,1.0,7.0
e002045,남,30,42,42210,26,26350,44,44825,2,1,4,3,2,2,2,5,인천광역시,경기,2023-06-05~2023-06-06,2,1.0,3.0
e001251,여,30,50,50130,47,47930,42,42830,6,1,3,1,4,6,4,2,경기도,서울,2023-05-28~2023-05-29,3,8.0,2.0
e003409,여,30,50,50130,48,48310,46,46150,1,1,1,4,4,4,7,7,충청북도,서울,2023-06-18~2023-06-19,5,3.0,1.0
e003870,남,60,41,41360,28,28710,41,41460,3,3,4,4,3,4,5,5,서울특별시,경기,2023-06-24~2023-06-25,3,2.0,7.0
e003073,여,20,50,50130,42,42720,42,42230,6,4,4,2,3,4,7,5,서울특별시,경기,2023-07-04~2023-07-05,1,2.0,7.0
e003547,여,20,11,11680,42,42210,50,50110,6,5,4,2,4,6,5,2,경기도,서울,2023-06-24~2023-06-25,7,1.0,4.0
e004313,여,20,46,46150,29,29110,47,47110,2,3,1,7,4,3,2,6,경기도,경기,2023-07-07~2023-07-08,1,2.0,6.0
e001188,남,40,26,26350,47,47130,50,50130,1,1,4,2,4,4,4,4,경기도,경기,2023-06-03~2023-06-03,3,1.0,6.0
e010740,여,20,50,50130,26,26350,11,11110,4,2,2,2,2,2,2,6,경기도,서울,2023-09-04~2023-09-04,1,2.0,7.0
e006816,남,30,42,42150,42,42820,47,47130,3,1,1,1,1,2,1,6,서울특별시,경기,2023-08-11~2023-08-11,1,3.0,5.0
e010729,여,20,11,11440,26,26350,41,41110,6,2,2,2,2,6,2,5,경기도,서울,2023-08-24~2023-08-24,7,1.0,6.0
e001103,여,40,50,50110,50,50130,42,42210,1,1,4,4,2,2,3,6,경기도,서울,2023-05-29~2023-05-30,2,3.0,1.0
e000745,여,40,41,41130,46,46130,11,11680,2,4,2,2,6,3,1,5,서울특별시,경기,2023-05-27~2023-05-27,3,8.0,7.0
e010991,남,30,42,42820,42,42830,42,42750,2,2,1,4,1,2,1,7,서울특별시,경기,2023-08-27~2023-08-27,3,7.0,1.0
e007421,여,30,41,41110,11,11680,41,41360,1,7,1,1,7,1,1,7,서울특별시,경기,2023-08-19~2023-08-19,3,8.0,7.0
e001142,여,30,50,50130,42,42150,26,26350,3,1,1,4,4,4,5,6,서울특별시,인천,2023-06-06~2023-06-08,1,2.0,7.0
e001026,남,30,50,50130,42,42210,11,11560,2,2,3,3,2,4,2,6,경기도,경기,2023-06-04~2023-06-05,3,1.0,2.0
e000628,남,40,42,42150,41,41820,26,26350,5,3,2,6,5,4,4,5,서울특별시,경기,2023-05-26~2023-05-28,3,2.0,1.0
e002284,남,20,50,50110,41,41590,26,26350,2,2,1,3,4,2,6,7,경기도,경기,2023-06-03~2023-06-03,3,7.0,5.0
e004561,여,30,41,41460,11,11110,50,50130,3,6,3,3,3,2,6,5,경기도,경기,2023-07-22~2023-07-22,7,2.0,1.0
e004050,여,30,41,41830,42,42150,46,46730,4,3,2,1,6,5,2,7,서울특별시,경기,2023-07-02~2023-07-02,1,5.0,3.0
e003775,여,30,26,26350,26,26710,50,50130,2,2,1,2,2,3,3,6,경기도,서울,2023-07-01~2023-07-01,3,,
e000686,남,30,50,50110,26,26350,45,45110,3,2,1,2,2,6,3,3,경기도,경기,2023-06-05~2023-06-05,1,3.0,2.0
e007862,여,40,42,42150,46,46130,47,47110,4,3,3,3,4,4,6,6,경기도,인천,2023-08-26~2023-08-26,1,8.0,7.0
e007914,여,20,50,50130,42,42210,42,42110,4,5,3,4,6,3,6,7,서울특별시,경기,2023-08-27~2023-08-27,8,7.0,5.0
e002775,여,40,42,42760,45,45110,41,41480,1,4,4,6,6,3,2,2,서울특별시,경기,2023-06-24~2023-06-24,1,3.0,7.0
e006497,남,40,42,42210,26,26350,11,11200,1,2,2,1,1,2,1,3,경기도,서울,2023-08-14~2023-08-15,3,2.0,1.0
e004655,여,30,11,11710,41,41360,42,42830,4,4,4,4,4,4,4,4,경기도,서울,2023-07-08~2023-07-08,1,3.0,7.0
e002625,여,30,42,42150,47,47770,26,26350,3,1,4,3,3,5,6,6,충청북도,경기,2023-06-30~2023-07-01,2,1.0,5.0
e009412,여,20,11,11440,42,42150,27,27230,5,5,5,3,3,5,5,5,인천광역시,서울,2023-08-22~2023-08-22,3,2.0,1.0
e012268,여,30,42,42760,46,46130,45,45130,1,2,2,6,2,1,6,2,서울특별시,경기,2023-09-02~2023-09-02,3,1.0,2.0
e002064,남,20,50,50110,26,26350,11,11680,6,1,1,1,7,2,1,7,경기도,서울,2023-06-02~2023-06-02,3,1.0,2.0
e007816,남,30,41,41570,26,26350,42,42210,4,1,6,2,2,4,1,3,서울특별시,경기,2023-08-26~2023-08-26,2,1.0,6.0
e002084,남,20,41,41360,42,42150,41,41830,3,4,2,3,4,3,6,5,서울특별시,경기,2023-06-03~2023-06-03,1,3.0,7.0
e005157,남,60,48,48310,42,42150,26,26710,3,5,5,5,3,5,5,4,대전광역시,서울,2023-07-17~2023-07-17,8,3.0,1.0
e002570,남,50,41,41830,41,41820,41,41460,2,3,4,4,2,3,3,6,서울특별시,경기,2023-06-10~2023-06-11,3,1.0,7.0
e010492,여,20,42,42150,48,48310,45,45110,3,4,2,3,2,2,3,5,경기도,인천,2023-08-26~2023-08-26,3,10.0,5.0
e006272,여,30,42,42150,41,41360,50,50130,3,4,4,4,2,3,2,1,경기도,경기,2023-08-05~2023-08-05,1,3.0,5.0
e004326,남,20,41,41290,42,42150,41,41210,5,4,5,5,5,5,4,6,서울특별시,경기,2023-07-07~2023-07-08,3,1.0,5.0
e004658,여,20,26,26350,11,11110,30,30110,6,2,2,6,4,3,2,7,전라북도,서울,2023-07-08~2023-07-08,3,5.0,2.0
e007796,여,40,41,41650,42,42210,28,28710,2,2,2,2,2,6,2,6,서울특별시,경기,2023-08-27~2023-08-27,2,6.0,3.0
e007155,여,20,50,50130,50,50110,42,42810,3,3,2,2,3,2,4,6,경기도,경기,2023-08-12~2023-08-12,6,7.0,3.0
e002527,여,30,41,41280,31,31200,41,41480,7,7,7,5,5,7,3,3,인천광역시,경기,2023-06-11~2023-06-11,2,1.0,6.0
e005472,남,20,26,26500,11,11110,11,11440,5,3,3,5,5,5,3,5,경상북도,서울,2023-07-24~2023-07-24,3,7.0,1.0
e002991,여,40,41,41110,26,26440,50,50130,2,2,4,5,6,4,2,6,경기도,경기,2023-06-10~2023-06-11,2,7.0,1.0
e004393,여,20,42,42150,50,50110,26,26350,2,1,1,6,5,3,7,3,강원도,경기,2023-07-21~2023-07-22,1,3.0,2.0
e003006,남,30,26,26350,41,41130,29,29110,6,1,1,6,1,6,2,1,경기도,경기,2023-06-11~2023-06-11,8,7.0,3.0
e004860,여,20,46,46130,50,50110,26,26350,2,1,1,4,3,5,6,7,광주광역시,경기,2023-07-07~2023-07-09,3,1.0,5.0
e000693,남,40,42,42150,50,50110,28,28110,1,4,1,3,6,1,1,6,서울특별시,인천,2023-05-20~2023-05-20,1,3.0,2.0
e004380,여,30,42,42820,50,50110,42,42210,3,4,2,4,4,4,4,5,서울특별시,인천,2023-07-01~2023-07-01,7,9.0,3.0
e010724,여,20,11,11680,26,26110,50,50110,3,3,2,4,5,3,5,4,경기도,경기,2023-08-26~2023-08-26,3,2.0,7.0
e000018,여,40,41,41360,42,42790,11,11410,2,1,2,7,4,1,2,2,경기도,경기,2023-04-29~2023-04-29,1,7.0,8.0
e011151,남,30,11,11380,11,11110,11,11740,3,7,4,6,4,2,6,4,서울특별시,경기,2023-08-27~2023-08-27,1,2.0,3.0
e001351,남,30,26,26530,48,48310,42,42210,4,2,3,2,3,5,5,6,서울특별시,경기,2023-06-05~2023-06-06,1,2.0,9.0
e011588,남,40,42,42150,41,41570,44,44130,6,2,2,2,2,4,2,3,서울특별시,경기,2023-08-26~2023-08-26,3,2.0,6.0
e001458,여,60,50,50130,26,26350,46,46150,2,3,3,2,2,2,2,2,서울특별시,경기,2023-06-03~2023-06-03,1,3.0,2.0
e007800,남,30,41,41290,41,41110,42,42110,4,4,3,4,4,3,2,5,인천광역시,경기,2023-08-26~2023-08-26,8,1.0,7.0
e003885,여,20,42,42150,41,41820,28,28110,1,2,2,6,6,3,5,7,서울특별시,경기,2023-07-07~2023-07-08,2,3.0,1.0
e005483,여,30,43,43130,41,41110,11,11170,3,5,2,4,3,6,3,7,인천광역시,경기,2023-07-22~2023-07-22,3,1.0,5.0
e005781,여,20,42,42150,26,26350,45,45110,3,2,2,6,6,2,6,2,서울특별시,경기,2023-08-04~2023-08-06,2,9.0,3.0
e005110,남,30,42,42150,50,50110,47,47110,2,2,2,2,2,1,1,7,경기도,경기,2023-08-05~2023-08-06,2,9.0,3.0
e013030,남,40,41,41110,44,44825,43,43760,4,4,2,2,4,4,2,2,충청남도,경기,2023-09-09~2023-09-09,5,7.0,2.0
e003867,여,20,42,42210,26,26350,50,50130,3,1,3,2,5,6,2,4,인천광역시,경기,2023-07-01~2023-07-02,1,2.0,3.0
e003126,여,20,42,42150,50,50130,42,42210,1,6,1,4,4,6,6,5,경기도,경기,2023-06-24~2023-06-25,1,3.0,2.0
e008174,남,40,42,42150,43,43150,26,26350,5,3,3,5,5,3,3,5,서울특별시,경기,2023-08-22~2023-08-22,1,2.0,
e009771,남,20,50,50130,42,42150,26,26230,4,1,2,4,5,2,7,3,인천광역시,경기,2023-08-24~2023-08-24,3,1.0,7.0
e004821,여,20,42,42150,26,26350,50,50110,4,2,2,3,4,4,1,7,서울특별시,경기,2023-07-22~2023-07-23,3,8.0,7.0
e007509,여,30,50,50110,50,50130,41,41460,7,4,4,1,4,4,4,7,서울특별시,경기,2023-09-02~2023-09-02,7,1.0,2.0
e010055,여,30,42,42770,28,28200,44,44270,2,4,4,3,2,2,4,3,대전광역시,인천,2023-08-26~2023-08-26,9,1.0,2.0
e003433,남,30,42,42150,42,42760,26,26350,4,1,2,2,5,6,5,7,경기도,경기,2023-06-17~2023-06-17,7,1.0,6.0
e005711,여,60,41,41280,42,42150,26,26350,4,3,6,4,4,7,5,5,경기도,경기,2023-07-30~2023-07-30,5,1.0,2.0
e003237,여,30,50,50130,42,42210,26,26350,1,1,4,2,1,2,3,6,인천광역시,경기,2023-06-24~2023-06-25,3,2.0,6.0
e000942,남,30,41,41830,50,50130,42,42150,4,1,2,4,2,2,3,2,서울특별시,경기,2023-06-03~2023-06-04,1,2.0,3.0
e006098,여,30,46,46150,50,50110,11,11290,2,6,3,2,3,3,2,2,대전광역시,서울,2023-08-05~2023-08-05,3,2.0,6.0
e005102,남,30,50,50130,26,26140,42,42150,2,2,5,2,6,5,3,2,경기도,서울,2023-07-15~2023-07-15,2,5.0,6.0
e005351,여,20,50,50130,50,50110,47,47130,3,2,2,3,4,4,3,6,강원도,경기,2023-07-22~2023-07-23,3,1.0,5.0
e004800,남,20,11,11500,47,47130,26,26350,3,4,2,5,3,6,2,5,전라북도,서울,2023-07-14~2023-07-16,1,3.0,2.0
e003241,남,30,50,50130,26,26350,42,42150,6,4,1,2,2,3,6,2,경기도,인천,2023-07-08~2023-07-09,1,3.0,2.0
e004245,남,30,11,11260,11,11170,11,11545,3,5,4,2,2,2,1,5,인천광역시,서울,2023-07-02~2023-07-02,7,8.0,3.0
e004864,여,20,11,11740,28,28237,26,26230,5,4,5,5,3,5,5,4,경상북도,서울,2023-07-06~2023-07-07,2,7.0,3.0
e007660,여,20,42,42170,42,42820,26,26410,4,4,4,4,5,5,5,5,서울특별시,경기,2023-08-23~2023-08-23,6,2.0,7.0
e006544,여,20,41,41820,46,46130,44,44130,1,7,1,4,5,4,1,7,충청북도,서울,2023-08-17~2023-08-17,3,7.0,9.0
e000037,여,30,41,41460,41,41820,41,41830,4,3,1,1,4,4,4,4,서울특별시,경기,2023-04-28~2023-04-30,4,2.0,7.0
e005175,남,30,42,42720,46,46730,48,48220,2,4,2,6,3,2,2,6,경기도,경기,2023-07-22~2023-07-22,8,2.0,3.0
e001140,남,40,42,42150,42,42820,42,42170,4,4,4,4,4,4,4,4,서울특별시,경기,2023-05-27~2023-05-27,5,7.0,6.0
e005335,남,20,26,26260,42,42150,41,41570,4,1,3,4,3,6,2,7,인천광역시,경기,2023-07-26~2023-07-26,3,7.0,2.0
e002176,여,40,41,41630,50,50130,42,42150,1,1,1,1,1,4,6,2,경기도,경기,2023-06-03~2023-06-04,2,6.0,1.0
e006407,남,20,11,11680,50,50110,30,30110,6,4,5,3,3,5,2,4,충청북도,서울,2023-08-27~2023-08-27,1,7.0,8.0
e007783,남,30,42,42150,41,41210,46,46800,6,1,2,1,4,5,5,7,서울특별시,경기,2023-08-26~2023-08-26,3,1.0,2.0
e008809,여,20,28,28140,42,42150,41,41390,1,4,1,1,4,4,1,7,경기도,서울,2023-08-26~2023-08-26,2,3.0,1.0
e001382,여,30,50,50110,41,41820,26,26350,1,1,1,2,2,7,2,7,서울특별시,경기,2023-05-28~2023-05-29,2,1.0,3.0
e009772,여,30,11,11710,41,41610,11,11170,3,6,1,3,5,2,5,6,경기도,서울,2023-08-22~2023-08-22,6,1.0,5.0
e003062,남,30,26,26350,42,42210,41,41820,1,1,4,3,1,2,7,1,인천광역시,경기,2023-06-23~2023-06-24,1,3.0,5.0
e005886,남,30,50,50110,42,42150,26,26500,5,2,2,5,3,5,5,6,대전광역시,서울,2023-08-05~2023-08-06,5,3.0,1.0
e006452,여,20,50,50110,26,26350,43,43800,2,2,2,1,7,4,7,5,서울특별시,경기,2023-08-15~2023-08-15,9,3.0,1.0
e003419,여,20,28,28710,42,42150,50,50110,1,2,1,5,5,5,5,6,인천광역시,경기,2023-06-17~2023-06-17,9,3.0,1.0
e002760,남,30,42,42830,50,50130,26,26710,7,1,2,2,2,7,1,6,서울특별시,경기,2023-06-10~2023-06-10,8,7.0,5.0
e001132,남,20,42,42150,50,50110,26,26350,4,2,1,3,2,4,2,6,서울특별시,경기,2023-06-03~2023-06-05,7,3.0,2.0
e010678,여,20,42,42150,42,42820,42,42170,2,4,2,1,1,3,3,6,서울특별시,인천,2023-08-26~2023-08-26,1,3.0,5.0
e002931,남,50,42,42830,26,26350,50,50130,1,1,1,1,4,6,1,7,경기도,경기,2023-06-11~2023-06-11,6,3.0,2.0
e000025,여,40,41,41480,44,44800,42,42150,2,6,6,2,2,6,6,1,서울특별시,경기,2023-04-30~2023-04-30,3,1.0,2.0
e007937,여,20,42,42210,47,47130,41,41460,4,5,3,4,3,5,3,6,경기도,경기,2023-08-24~2023-08-24,1,6.0,
e001471,남,30,50,50130,26,26440,42,42210,1,1,2,4,1,1,1,1,서울특별시,경기,2023-05-28~2023-05-28,1,2.0,4.0
e000360,남,30,50,50130,50,50110,41,41610,2,1,1,5,4,2,1,7,경기도,경기,2023-05-25~2023-05-25,2,6.0,5.0
e000818,여,30,50,50110,42,42830,42,42230,2,1,2,2,2,2,2,7,경기도,경기,2023-05-31~2023-06-01,2,5.0,10.0
e011396,여,20,50,50130,50,50110,29,29200,2,2,1,2,6,6,2,7,서울특별시,경기,2023-08-29~2023-08-29,1,,
e004310,남,40,41,41820,42,42210,41,41360,5,2,2,2,4,4,3,4,서울특별시,인천,2023-07-01~2023-07-01,3,1.0,2.0
e007770,여,20,42,42210,11,11110,47,47250,3,4,3,2,6,5,2,1,경기도,서울,2023-08-28~2023-08-28,8,1.0,2.0
e011643,여,30,42,42750,45,45770,44,44150,3,3,2,2,2,3,6,4,서울특별시,경기,2023-08-27~2023-08-27,2,3.0,1.0
e002784,여,20,11,11200,26,26170,47,47110,6,3,2,3,4,6,2,5,대구광역시,서울,2023-06-23~2023-06-24,2,7.0,1.0
e011413,여,30,50,50130,11,11170,41,41390,2,6,2,4,4,6,6,6,경기도,경기,2023-08-26~2023-08-26,3,1.0,2.0
e007192,여,30,48,48220,46,46710,28,28200,2,2,1,4,3,2,1,6,서울특별시,경기,2023-08-26~2023-08-26,5,1.0,7.0
e003019,남,30,48,48840,42,42770,42,42820,1,1,1,5,2,2,3,2,인천광역시,서울,2023-06-12~2023-06-12,1,7.0,6.0
e002248,여,30,26,26350,11,11650,41,41130,4,1,1,1,4,7,4,7,강원도,서울,2023-06-03~2023-06-04,6,5.0,1.0
e008354,여,30,50,50130,42,42830,26,26200,1,1,1,3,1,1,2,7,경기도,서울,2023-08-24~2023-08-24,5,7.0,10.0
e007552,여,40,50,50130,42,42190,26,26500,2,2,2,4,6,2,2,6,서울특별시,경기,2023-08-25~2023-08-25,2,1.0,6.0
e002260,여,20,11,11110,11,11170,41,41110,2,6,1,6,7,2,5,6,서울특별시,경기,2023-06-06~2023-06-07,7,8.0,4.0
e002506,남,30,28,28710,41,41390,44,44210,1,2,6,5,1,2,6,2,경기도,경기,2023-06-10~2023-06-11,2,1.0,3.0
e009055,여,20,26,26290,11,11170,11,11590,4,4,3,3,3,4,6,4,서울특별시,경기,2023-08-23~2023-08-23,1,2.0,7.0
e000994,여,20,41,41820,26,26440,50,50130,3,1,4,5,6,2,7,6,인천광역시,경기,2023-06-02~2023-06-03,2,5.0,10.0
e002437,남,30,11,11110,41,41480,41,41360,3,4,5,4,2,5,2,4,서울특별시,경기,2023-06-03~2023-06-04,3,2.0,1.0
e000959,여,40,41,41280,11,11110,50,50110,5,5,4,3,5,5,3,5,경기도,서울,2023-06-04~2023-06-06,1,3.0,2.0
e003753,여,30,41,41820,41,41360,41,41830,2,4,2,1,4,4,6,6,서울특별시,경기,2023-06-24~2023-06-24,3,1.0,2.0
e000752,여,40,50,50130,41,41280,26,26350,4,1,1,7,7,7,7,1,제주특별자치도,경기,2023-05-27~2023-05-29,6,4.0,8.0
e011100,여,50,50,50130,42,42830,47,47280,2,2,1,3,2,1,6,3,인천광역시,서울,2023-08-27~2023-08-27,8,3.0,2.0
e001987,여,20,50,50130,50,50110,42,42230,4,3,2,2,4,3,6,5,경기도,경기,2023-06-06~2023-06-07,3,1.0,2.0
e011538,남,20,50,50130,26,26350,41,41190,2,6,1,6,2,2,2,5,서울특별시,경기,2023-08-26~2023-08-26,3,1.0,2.0
e010700,여,20,47,47130,42,42150,50,50110,6,5,3,5,2,6,6,5,서울특별시,경기,2023-08-24~2023-08-24,1,7.0,
e004575,여,20,50,50130,50,50110,11,11680,7,2,2,2,1,1,3,4,경기도,서울,2023-07-08~2023-07-08,3,1.0,
e005127,여,20,11,11110,41,41480,11,11380,4,1,4,4,3,4,2,5,경기도,경기,2023-07-14~2023-07-16,2,8.0,7.0
e001013,여,40,42,42210,50,50110,26,26350,3,4,4,2,4,4,5,4,경기도,경기,2023-05-28~2023-05-28,1,2.0,10.0
e012554,남,20,50,50130,11,11680,26,26500,4,2,2,4,2,3,2,6,전라북도,경기,2023-08-31~2023-08-31,1,6.0,2.0
e008404,남,20,11,11710,26,26350,50,50130,7,1,1,1,1,3,1,7,경기도,서울,2023-08-22~2023-08-22,8,5.0,1.0
e000830,남,30,41,41360,11,11740,41,41820,3,7,1,1,4,5,1,4,경기도,경기,2023-06-03~2023-06-03,7,1.0,3.0
e003348,남,30,47,47940,42,42820,50,50110,1,2,1,5,5,2,4,2,서울특별시,경기,2023-06-25~2023-06-25,6,3.0,4.0
e003259,여,20,11,11410,11,11710,44,44130,5,5,3,5,3,3,3,6,인천광역시,서울,2023-06-17~2023-06-17,1,4.0,2.0
e001183,여,40,50,50130,42,42110,41,41480,5,6,3,3,6,6,6,6,인천광역시,경기,2023-05-27~2023-05-27,3,1.0,10.0
e000042,여,20,50,50110,42,42150,41,41830,1,1,1,3,2,1,6,5,서울특별시,인천,2023-05-01~2023-05-01,1,3.0,7.0
e009858,남,40,50,50130,28,28200,42,42150,1,3,1,4,7,7,6,4,서울특별시,인천,2023-08-27~2023-08-27,1,,
e003311,남,30,41,41820,42,42110,50,50130,2,3,1,3,2,1,1,6,인천광역시,경기,2023-06-24~2023-06-25,3,2.0,1.0
e003618,여,30,50,50130,42,42830,26,26350,1,3,4,4,3,2,3,7,서울특별시,인천,2023-06-24~2023-06-25,3,2.0,1.0
e004878,여,30,42,42150,26,26500,41,41280,2,6,3,7,3,3,2,7,경기도,서울,2023-07-29~2023-07-29,4,5.0,6.0
e006153,남,30,42,42210,50,50130,41,41820,1,1,4,1,3,4,6,7,서울특별시,경기,2023-08-18~2023-08-19,2,1.0,3.0
e005804,여,30,48,48220,48,48310,29,29200,1,1,2,4,1,1,1,1,강원도,서울,2023-08-01~2023-08-01,7,8.0,1.0
e006221,남,30,43,43110,42,42150,42,42210,1,5,1,5,6,2,4,5,충청북도,경기,2023-08-19~2023-08-20,3,7.0,1.0
