TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
g_g009161,G04,g009161,9;1;22,2023-09-09,2023-09-10,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,9;1;22,9;1;22
g_g009194,G03,g009194,3;28;27;24;22,2023-08-27,2023-08-28,자가용,전라권 방문/호남권 거주/40세 이상/나홀로 여행/일반미션,3;28;27;24;22,3;24;28
g_g009210,G06,g009210,1;12;2;21;22,2023-08-23,2023-08-24,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;12;2;21;22,2;12;22
g_g009219,G03,g009219,21;22;26,2023-08-26,2023-08-27,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,21;22;26,21;22;26
g_g009232,G04,g009232,1;2;22;26;4,2023-09-17,2023-09-18,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;26;4,1;2;22
g_g009233,G03,g009233,22;24;26;4;6,2023-08-23,2023-08-26,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,22;24;26;4;6,26;22;1
g_g009266,G02,g009266,12;3;4;6;7,2023-08-24,2023-08-25,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,12;3;4;6;7,24;26;22
g_g009267,G02,g009267,13;3;10,2023-08-25,2023-08-26,자가용,전라권 방문/호남권 거주/40세 이상/나홀로 여행/일반미션,13;3;10,13;3;10
g_g009273,G04,g009273,1;22,2023-09-09,2023-09-10,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;22,1;22;4
g_g009283,G03,g009283,6;22;26,2023-08-23,2023-08-24,대중교통 등,전라권 방문/호남권 거주/39세 이하/부부/일반미션,6;22;26,6;22;26
g_g009291,G02,g009291,1;12;22;3;4,2023-09-03,2023-09-04,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,1;12;22;3;4,3;1;22
g_g009320,G04,g009320,1;6;4;22,2023-08-23,2023-08-24,대중교통 등,대전 방문/거주지 구분 없음/39세 이하/특별미션,1;6;4;22,6;4;22
g_g009325,G03,g009325,22;23;24;26;27,2023-08-26,2023-08-27,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,22;23;24;26;27,2;23;24
g_g009329,G04,g009329,2;22,2023-08-26,2023-08-27,대중교통 등,충청권 방문/충청권 거주/39세 이하/나홀로 여행/일반미션,2;22,22;24;2
g_g009332,G06,g009332,13;22;26,2023-08-26,2023-08-27,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,13;22;26,13;22;26
g_g009335,G04,g009335,1;22;26;4,2023-08-24,2023-08-25,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,1;22;26;4,1;22;4
g_g009348,G06,g009348,22,2023-08-27,2023-08-28,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,22,10;5;2
g_g009355,G03,g009355,4;6,2023-08-26,2023-08-27,,전라권 방문/호남권 외 거주/40세 이상/자녀동반/일반미션,4;6,6;22;11
g_g009360,G03,g009360,1;21;4,2023-08-27,2023-08-28,,전라권 방문/호남권 거주/39세 이하/나홀로 여행/일반미션,1;21;4,4;21;5
g_g009362,G03,g009362,22;27;3;4,2023-08-27,2023-08-28,,전라권 방문/호남권 거주/39세 이하/자녀동반/일반미션,22;27;3;4,3;6;21
g_g009365,G03,g009365,2;22;24;26,2023-08-27,2023-08-28,,전라권 방문/호남권 거주/39세 이하/커플/일반미션,2;22;24;26,22;26;2
g_g009367,G06,g009367,4,2023-08-27,2023-08-28,,충청권 방문/충청권 거주/39세 이하/자녀동반/일반미션,4,4;6;22
g_g009368,G06,g009368,10;2;24,2023-08-26,2023-08-27,,충청권 방문/충청권 거주/39세 이하/커플/일반미션,10;2;24,1;10;24
g_g009370,G07,g009370,2;4,2023-08-26,2023-08-27,,충청권 방문/충청권 거주/39세 이하/커플/일반미션,2;4,4;27;1
g_g009372,G04,g009372,1;22;26;4,2023-09-02,2023-09-03,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;22;26;4,1;6;2
g_g009401,G01,g009401,22;4;5,2023-08-27,2023-08-28,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,22;4;5,22;4;6
g_g009414,G04,g009414,22;21;6;26;2;1,2023-08-25,2023-08-26,대중교통 등,충청권 방문/충청권 거주/39세 이하/나홀로 여행/일반미션,22;21;6;26;2;1,2;22;6
g_g009442,G05,g009442,22;9,2023-08-25,2023-08-26,자가용,충청권 방문/충청권 외 거주/40세 이상/부모 동반/일반미션,22;9,9;1;24
g_g009465,G02,g009465,11;3;4,2023-08-24,2023-08-25,대중교통 등,전라권 방문/호남권 거주/39세 이하/나홀로 여행/일반미션,11;3;4,6;3;1
g_g009482,G01,g009482,22;4;1;6,2023-09-03,2023-09-04,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,22;4;1;6,1;6;4
g_g009503,G04,g009503,2;3;1;6;9;11;22;24;27;21;28,2023-09-02,2023-09-03,대중교통 등,충청권 방문/충청권 외 거주/40세 이상/자녀동반/일반미션,2;3;1;6;9;11;22;24;27;21;28,6;11;22
g_g009526,G02,g009526,1,2023-08-26,2023-08-27,자가용,전라권 방문/호남권 거주/40세 이상/커플/일반미션,1,1;4;12
g_g009533,G05,g009533,1;21;22;3;5,2023-09-09,2023-09-10,자가용,충청권 방문/충청권 외 거주/39세 이하/부부/일반미션,1;21;22;3;5,3;1;22
g_g009557,G03,g009557,22;26,2023-08-27,2023-08-28,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,22;26,22;26;5
g_g009573,G06,g009573,13,2023-08-25,2023-08-26,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,13,21;13;5
g_g009577,G03,g009577,1;2;3;4;5,2023-08-25,2023-08-27,대중교통 등,전남 방문/거주지 구분 없음/39세 이하/특별미션,1;2;3;4;5,2;3;4
g_g009630,G05,g009630,12;22;5;6;9,2023-09-02,2023-09-03,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,12;22;5;6;9,3;22;6
g_g009639,G04,g009639,1;10;2;24;4,2023-08-27,2023-08-28,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;10;2;24;4,1;9;2
g_g009661,G03,g009661,22;2;7;6;1;4;27;26;21;3,2023-08-25,2023-08-26,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,22;2;7;6;1;4;27;26;21;3,22;6;3
g_g009732,G02,g009732,1;11;2;5;6,2023-08-26,2023-08-27,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,1;11;2;5;6,6;2;5
g_g009738,G04,g009738,1;2;22;23;6,2023-09-09,2023-09-10,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;23;6,1;2;3
g_g009745,G05,g009745,9;4;6;22,2023-08-26,2023-08-27,자가용,충청권 방문/충청권 거주/39세 이하/커플/일반미션,9;4;6;22,4;9;1
g_g009768,G06,g009768,22;24;26;3;5,2023-09-09,2023-09-10,대중교통 등,충남 방문/거주지 구분 없음/39세 이하/특별미션,22;24;26;3;5,3;11;9
g_g009771,G05,g009771,10;2;6,2023-08-30,2023-08-31,자가용,충청권 방문/충청권 거주/39세 이하/커플/일반미션,10;2;6,24;21;10
g_g009783,G04,g009783,1;22;4;5;6,2023-08-24,2023-08-25,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,1;22;4;5;6,1;6;4
g_g009798,G06,g009798,12;2;22;3,2023-09-02,2023-09-03,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,12;2;22;3,3;12;26
g_g009802,G04,g009802,1;2;22;26;6,2023-09-02,2023-09-03,대중교통 등,대전 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;26;6,2;3;22
g_g009815,G04,g009815,4;3;6;22;26;25;21,2023-08-30,2023-08-31,자가용,대전 방문/거주지 구분 없음/39세 이하/특별미션,4;3;6;22;26;25;21,2;22;26
g_g009819,G05,g009819,1;21,2023-08-30,2023-08-31,,충청권 방문/충청권 거주/39세 이하/나홀로 여행/일반미션,1;21,21;1;6
g_g009821,G02,g009821,21;22;24;4,2023-08-26,2023-08-27,,전라권 방문/호남권 거주/39세 이하/자녀동반/일반미션,21;22;24;4,2;21;24
g_g009858,G02,g009858,1;2;21;22;11;26;4;3,2023-08-27,2023-08-28,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,1;2;21;22;11;26;4;3,4;21;22
g_g009864,G06,g009864,3;1;6;13,2023-08-26,2023-08-27,자가용,충청권 방문/충청권 외 거주/40세 이상/부부/일반미션,3;1;6;13,3;12;13
g_g009879,G04,g009879,1;22;4,2023-08-26,2023-08-27,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,1;22;4,2;4;22
g_g009898,G05,g009898,24;9,2023-08-26,2023-08-27,자가용,충북 방문/거주지 구분 없음/40세 이상/특별미션,24;9,1;9;11
g_g009913,G05,g009913,22;25;26,2023-08-26,2023-08-27,자가용,충북 방문/거주지 구분 없음/39세 이하/특별미션,22;25;26,22;21;25
g_g009929,G07,g009929,1;11;2;22,2023-09-02,2023-09-03,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,1;11;2;22,2;22;1
g_g009931,G04,g009931,1;12;22;24;26,2023-08-25,2023-08-26,대중교통 등,대전 방문/거주지 구분 없음/39세 이하/특별미션,1;12;22;24;26,26;22;1
g_g009962,G02,g009962,1;11;3;6;9,2023-08-25,2023-08-26,대중교통 등,전라권 방문/호남권 거주/39세 이하/나홀로 여행/일반미션,1;11;3;6;9,3;6;12
g_g009973,G01,g009973,1;11;22;4;6,2023-08-26,2023-08-27,대중교통 등,전라권 방문/호남권 외 거주/39세 이하/나홀로 여행/일반미션,1;11;22;4;6,6;4;24
g_g010002,G04,g010002,1;2;22;4,2023-09-05,2023-09-06,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;4,1;2;22
g_g010037,G02,g010037,1;22,2023-08-31,2023-09-01,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,1;22,4;21;22
g_g010043,G02,g010043,1;12;2;22;4,2023-09-10,2023-09-11,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,1;12;2;22;4,1;3;4
g_g010044,G04,g010044,1;2;21;22;4,2023-09-03,2023-09-04,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/부부/일반미션,1;2;21;22;4,2;1;4
g_g010107,G05,g010107,28;11,2023-09-10,2023-09-11,자가용,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,28;11,28;11;21
g_g010119,G03,g010119,22,2023-09-03,2023-09-04,자가용,전남 방문/거주지 구분 없음/40세 이상/특별미션,22,22;26;2
g_g010153,G04,g010153,1;9;22,2023-09-08,2023-09-09,대중교통 등,충청권 방문/충청권 외 거주/40세 이상/나홀로 여행/일반미션,1;9;22,1;9;22
g_g010164,G06,g010164,21;22;26,2023-09-02,2023-09-03,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,21;22;26,26;22;1
g_g010200,G03,g010200,2;22;6,2023-08-28,2023-08-29,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,2;22;6,6;12;2
g_g010210,G04,g010210,1;2;22;6,2023-09-03,2023-09-04,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;2;22;6,2;6;22
g_g010218,G05,g010218,1;2;24;26;4,2023-08-26,2023-08-27,자가용,충북 방문/거주지 구분 없음/39세 이하/특별미션,1;2;24;26;4,2;22;26
g_g010222,G02,g010222,1;28;3,2023-08-26,2023-08-27,자가용,전라권 방문/호남권 외 거주/40세 이상/자녀동반/일반미션,1;28;3,28;3;1
g_g010224,G06,g010224,10;21;22;5;7,2023-08-26,2023-08-27,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,10;21;22;5;7,5;21;22
g_g010248,G04,g010248,2;6,2023-08-26,2023-08-27,자가용,충청권 방문/충청권 거주/39세 이하/3인 이상 친구/일반미션,2;6,6;2;24
g_g010256,G03,g010256,2;8;22;27;26,2023-08-26,2023-08-27,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,2;8;22;27;26,22;26;27
g_g010282,G05,g010282,4;5;9;26;22;24;27;21,2023-08-26,2023-08-27,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,4;5;9;26;22;24;27;21,9;24;22
g_g010342,G03,g010342,3;6,2023-08-26,2023-08-27,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,3;6,3;6;2
g_g010348,G04,g010348,1;2;22;28,2023-08-26,2023-08-27,대중교통 등,대전 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;28,28;2;6
g_g010357,G06,g010357,13;21;22;26;3,2023-08-26,2023-08-27,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,13;21;22;26;3,2;3;13
g_g010391,G06,g010391,2;10;21;22;23;26,2023-08-27,2023-08-28,자가용,충청권 방문/충청권 외 거주/40세 이상/커플/일반미션,2;10;21;22;23;26,10;21;23
g_g010401,G02,g010401,1;12;22;5,2023-08-26,2023-08-27,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,1;12;22;5,1;5;22
g_g010407,G04,g010407,1;2;22;26;6,2023-08-26,2023-08-27,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;26;6,2;3;26
g_g010412,G03,g010412,2,2023-08-27,2023-08-28,자가용,전라권 방문/호남권 거주/39세 이하/자녀동반/일반미션,2,2;6;22
g_g010413,G03,g010413,5;5;13;13;22;22,2023-08-27,2023-08-28,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,5;5;13;13;22;22,1;22;2
g_g010415,G07,g010415,11;2;3;4;6,2023-08-26,2023-08-27,자가용,충청권 방문/충청권 거주/39세 이하/자녀동반/일반미션,11;2;3;4;6,3;4;6
g_g010423,G05,g010423,10;21;22;26;5,2023-08-27,2023-08-28,자가용,충청권 방문/충청권 외 거주/39세 이하/부모 동반/일반미션,10;21;22;26;5,22;24;12
g_g010430,G03,g010430,2,2023-08-26,2023-08-27,자가용,전라권 방문/호남권 거주/40세 이상/3인 이상 친구/일반미션,2,2;10;22
g_g010439,G02,g010439,12;22;25;6,2023-08-30,2023-08-31,자가용,전라권 방문/호남권 외 거주/39세 이하/커플/일반미션,12;22;25;6,12;22;25
g_g010441,G04,g010441,21;24;27;4,2023-08-26,2023-08-27,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,21;24;27;4,1;26;24
g_g010442,G04,g010442,1;22;27;26;24,2023-08-27,2023-08-28,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;22;27;26;24,22;26;1
g_g010444,G01,g010444,1;4,2023-08-27,2023-08-28,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,1;4,4;6;1
g_g010456,G05,g010456,1;4,2023-09-17,2023-09-18,자가용,충청권 방문/충청권 거주/40세 이상/자녀동반/일반미션,1;4,4;1;22
g_g010458,G06,g010458,1;24;4,2023-08-26,2023-08-27,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,1;24;4,1;24;6
g_g010461,G05,g010461,1;12;22;4,2023-09-03,2023-09-04,자가용,충청권 방문/충청권 거주/39세 이하/자녀동반/일반미션,1;12;22;4,1;2;4
g_g010464,G04,g010464,22;26;4,2023-08-27,2023-08-28,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,22;26;4,22;26;4
g_g010476,G07,g010476,1;2;4;21;5;21;1;4;21;21;21;21;21,2023-08-27,2023-08-28,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,1;2;4;21;5;21;1;4;21;21;21;21;21,2;11;21
g_g010477,G06,g010477,1;22;24;9,2023-09-02,2023-09-03,대중교통 등,충청권 방문/충청권 외 거주/40세 이상/나홀로 여행/일반미션,1;22;24;9,9;22;1
g_g010483,G03,g010483,2,2023-08-26,2023-08-27,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,2,6;22;23
g_g010492,G07,g010492,1;2;22;23;24,2023-09-03,2023-09-04,자가용,충청권 방문/충청권 거주/39세 이하/나홀로 여행/일반미션,1;2;22;23;24,2;22;1
g_g010506,G06,g010506,1;22;26;4,2023-08-27,2023-08-28,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;22;26;4,22;1;4
g_g010508,G04,g010508,22;21;4;6;2,2023-09-02,2023-09-03,대중교통 등,충청권 방문/충청권 거주/39세 이하/나홀로 여행/일반미션,22;21;4;6;2,2;21;22
g_g010510,G02,g010510,11;22;26;3;6,2023-09-03,2023-09-04,자가용,전라권 방문/호남권 외 거주/39세 이하/부모 동반/일반미션,11;22;26;3;6,3;22;26
g_g010515,G03,g010515,22;4,2023-09-07,2023-09-08,대중교통 등,전남 방문/거주지 구분 없음/39세 이하/특별미션,22;4,22;21;26
g_g010521,G06,g010521,2;3;6;9,2023-09-03,2023-09-04,자가용,충청권 방문/충청권 거주/39세 이하/부모 동반/일반미션,2;3;6;9,9;6;22
g_g010526,G04,g010526,1;22,2023-08-27,2023-08-28,자가용,충청권 방문/충청권 거주/39세 이하/커플/일반미션,1;22,1;22;24
g_g010545,G01,g010545,4;5;22;27,2023-08-31,2023-09-01,대중교통 등,광주 방문/거주지 구분 없음/39세 이하/특별미션,4;5;22;27,6;22;27
g_g010552,G06,g010552,1;2;3;4;5,2023-09-06,2023-09-07,자가용,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;3;4;5,26;2;22
g_g010557,G02,g010557,3;12;1,2023-09-02,2023-09-03,자가용,전라권 방문/호남권 거주/39세 이하/3인 이상 친구/일반미션,3;12;1,6;12;1
g_g010569,G03,g010569,1;22;24;5,2023-08-27,2023-08-28,자가용,전라권 방문/호남권 거주/39세 이하/3인 이상 친구/일반미션,1;22;24;5,22;5;1
g_g010573,G03,g010573,1;3,2023-08-27,2023-08-28,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,1;3,3;22;1
g_g010594,G05,g010594,1;2;22;26;6,2023-08-27,2023-08-28,자가용,충청권 방문/충청권 거주/39세 이하/부부/일반미션,1;2;22;26;6,1;4;6
g_g010599,G04,g010599,1;2;22;24;6,2023-08-29,2023-08-30,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;24;6,6;2;1
g_g010601,G02,g010601,11;6;9,2023-09-04,2023-09-05,자가용,전라권 방문/호남권 외 거주/40세 이상/커플/일반미션,11;6;9,9;6;3
g_g010617,G04,g010617,4;5,2023-08-30,2023-08-31,자가용,충청권 방문/충청권 거주/39세 이하/3인 이상 친구/일반미션,4;5,26;22;4
g_g010624,G04,g010624,1;12;2;26;4,2023-08-28,2023-08-29,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;12;2;26;4,2;12;26
g_g010633,G04,g010633,1;21;3;4;7,2023-08-28,2023-08-29,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;21;3;4;7,1;4;22
g_g010635,G04,g010635,1;2;22;26;6,2023-08-29,2023-08-30,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;26;6,1;6;2
g_g010656,G03,g010656,2;6;9;12;26;23;22;11;10;5;4;3;1;24;13,2023-09-09,2023-09-10,대중교통 등,전라권 방문/호남권 거주/39세 이하/커플/일반미션,2;6;9;12;26;23;22;11;10;5;4;3;1;24;13,2;6;9
g_g010657,G04,g010657,21;22;27,2023-09-23,2023-09-24,대중교통 등,대전 방문/거주지 구분 없음/39세 이하/특별미션,21;22;27,27;21;22
g_g010673,G04,g010673,1;21;24;26;4,2023-09-10,2023-09-11,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;21;24;26;4,6;11;2
g_g010674,G05,g010674,13;3;4,2023-08-30,2023-08-31,자가용,충청권 방문/충청권 거주/39세 이하/부부/일반미션,13;3;4,13;3;4
g_g010703,G06,g010703,3,2023-09-08,2023-09-09,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,3,3;6;4
g_g010705,G01,g010705,4;2;4;5;6;7;9;11;12;22;24;26;28,2023-09-16,2023-09-17,대중교통 등,광주 방문/거주지 구분 없음/39세 이하/특별미션,4;2;4;5;6;7;9;11;12;22;24;26;28,1;4;22
g_g010717,G02,g010717,12;22;26;3;4,2023-09-30,2023-10-01,자가용,전라권 방문/호남권 거주/39세 이하/커플/일반미션,12;22;26;3;4,3;22;26
g_g010733,G06,g010733,4;21;22;27,2023-09-15,2023-09-16,대중교통 등,충청권 방문/충청권 외 거주/40세 이상/나홀로 여행/일반미션,4;21;22;27,2;3;24
g_g010735,G01,g010735,1;22;26,2023-08-29,2023-08-30,자가용,전라권 방문/호남권 거주/39세 이하/자녀동반/일반미션,1;22;26,1;3;26
g_g010743,G02,g010743,1;2;22;27;4,2023-08-31,2023-09-01,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;27;4,2;11;27
g_g010747,G04,g010747,1;4;26;22;6,2023-09-17,2023-09-18,대중교통 등,대전 방문/거주지 구분 없음/39세 이하/특별미션,1;4;26;22;6,1;4;26
g_g010752,G05,g010752,22;27;3,2023-09-09,2023-09-10,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,22;27;3,21;9;3
g_g010757,G02,g010757,12;2;3;4;6,2023-08-31,2023-09-01,자가용,전북 방문/거주지 구분 없음/40세 이상/특별미션,12;2;3;4;6,1;4;22
g_g010759,G03,g010759,12;2;24;3;6,2023-08-31,2023-09-01,자가용,전라권 방문/호남권 거주/39세 이하/부부/일반미션,12;2;24;3;6,25;12;22
g_g010773,G03,g010773,1;2;3;4;12;28,2023-09-10,2023-09-11,자가용,전라권 방문/호남권 거주/39세 이하/나홀로 여행/일반미션,1;2;3;4;12;28,3;6;21
g_g010776,G07,g010776,1;2;24;28;5,2023-09-02,2023-09-03,자가용,충청권 방문/충청권 외 거주/39세 이하/3인 이상 친구/일반미션,1;2;24;28;5,3;1;24
g_g010780,G05,g010780,22;21;26;2;4,2023-09-02,2023-09-03,자가용,충청권 방문/충청권 외 거주/40세 이상/커플/일반미션,22;21;26;2;4,22;21;26
g_g010781,G03,g010781,2;25;4;9,2023-09-02,2023-09-03,자가용,전남 방문/거주지 구분 없음/39세 이하/특별미션,2;25;4;9,25;1;24
g_g010785,G06,g010785,1;3;6,2023-09-23,2023-09-24,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;3;6,3;6;9
g_g010799,G06,g010799,22;8,2023-08-30,2023-08-31,자가용,충청권 방문/충청권 거주/39세 이하/3인 이상 친구/일반미션,22;8,8;22;26
g_g010805,G04,g010805,2,2023-09-08,2023-09-09,자가용,충청권 방문/충청권 거주/39세 이하/자녀동반/일반미션,2,2;1;6
g_g010807,G02,g010807,1;22;6,2023-08-29,2023-08-30,자가용,전북 방문/거주지 구분 없음/39세 이하/특별미션,1;22;6,6;22;1
g_g010811,G03,g010811,1;21;22;6;9,2023-09-09,2023-09-10,자가용,전라권 방문/호남권 거주/40세 이상/나홀로 여행/일반미션,1;21;22;6;9,9;1;6
g_g010816,G06,g010816,22;23;24;26;27,2023-08-31,2023-09-01,대중교통 등,충청권 방문/충청권 거주/39세 이하/커플/일반미션,22;23;24;26;27,8;22;27
g_g010824,G06,g010824,28;3,2023-08-31,2023-09-01,대중교통 등,충청권 방문/충청권 외 거주/40세 이상/나홀로 여행/일반미션,28;3,3;6;28
g_g010835,G06,g010835,2;21;22;24,2023-09-02,2023-09-03,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,2;21;22;24,2;21;24
g_g010836,G06,g010836,22;26;6;7;9,2023-09-02,2023-09-03,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,22;26;6;7;9,26;22;9
g_g010838,G04,g010838,1;2;22;26;6,2023-09-02,2023-09-03,자가용,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;22;26;6,26;1;6
g_g010840,G03,g010840,1;12;22;3;4,2023-09-02,2023-09-03,대중교통 등,전남 방문/거주지 구분 없음/39세 이하/특별미션,1;12;22;3;4,22;24;12
g_g010847,G04,g010847,1;2;22;24;27,2023-08-31,2023-09-01,대중교통 등,충청권 방문/충청권 거주/39세 이하/커플/일반미션,1;2;22;24;27,2;6;1
g_g010850,G06,g010850,3;5;6;21;24,2023-08-31,2023-09-01,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,3;5;6;21;24,6;1;26
g_g010859,G06,g010859,2;3;6;7;9,2023-09-02,2023-09-03,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,2;3;6;7;9,9;4;3
g_g010860,G04,g010860,1;22;6,2023-09-09,2023-09-10,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,1;22;6,6;1;21
g_g010864,G05,g010864,1;4;22;9;26;24;27;28,2023-09-08,2023-09-09,대중교통 등,충청권 방문/충청권 거주/39세 이하/나홀로 여행/일반미션,1;4;22;9;26;24;27;28,2;4;9
g_g010870,G06,g010870,1;2;21;6;9,2023-09-17,2023-09-18,자가용,충청권 방문/충청권 거주/39세 이하/부부/일반미션,1;2;21;6;9,13;6;22
g_g010878,G06,g010878,21;22;24;7;9,2023-09-01,2023-09-02,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,21;22;24;7;9,9;1;7
g_g010908,G06,g010908,12;22;24,2023-09-15,2023-09-16,자가용,충청권 방문/충청권 거주/40세 이상/부부/일반미션,12;22;24,1;22;27
g_g010910,G02,g010910,9,2023-09-02,2023-09-03,자가용,전라권 방문/호남권 외 거주/40세 이상/자녀동반/일반미션,9,9;24;21
g_g010930,G02,g010930,1;11;2;6;9,2023-09-03,2023-09-04,자가용,전북 방문/거주지 구분 없음/40세 이상/특별미션,1;11;2;6;9,6;9;22
g_g010931,G06,g010931,21;22;4,2023-09-02,2023-09-03,자가용,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,21;22;4,4;22;21
g_g010932,G02,g010932,21;28,2023-09-02,2023-09-03,대중교통 등,전북 방문/거주지 구분 없음/39세 이하/특별미션,21;28,28;21;1
g_g010939,G04,g010939,2;1;7;6;10;9;23;22;24;26;27;28;21,2023-09-16,2023-09-17,자가용,충청권 방문/충청권 거주/40세 이상/자녀동반/일반미션,2;1;7;6;10;9;23;22;24;26;27;28;21,1;3;27
g_g010944,G07,g010944,1;2;22;26;4,2023-09-03,2023-09-04,자가용,충남 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;26;4,21;22;26
g_g010945,G04,g010945,1;2;6;4;22,2023-09-02,2023-09-03,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/나홀로 여행/일반미션,1;2;6;4;22,1;6;4
g_g010950,G04,g010950,1;22;26;3;6,2023-09-08,2023-09-09,대중교통 등,충청권 방문/충청권 외 거주/39세 이하/커플/일반미션,1;22;26;3;6,1;6;4
g_g010954,G06,g010954,2;21;22;26;3,2023-09-03,2023-09-04,자가용,충청권 방문/충청권 외 거주/39세 이하/자녀동반/일반미션,2;21;22;26;3,2;21;24
