TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
f_f000926,F01,f000926,22;5;8,2023-06-03,2023-06-06,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,22;5;8,8;3;21
f_f000927,F06,f000927,23,2023-05-21,2023-05-23,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,23,5;23;11
f_f000928,F02,f000928,3;12;6;2;22;24,2023-05-27,2023-05-30,자가용,"대구,경북 방문/경상권 거주/40세 이상/부부/일반미션",3;12;6;2;22;24,6;24;2
f_f000931,F06,f000931,26;3;4;9,2023-05-19,2023-05-22,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/나홀로 여행/일반미션",26;3;4;9,3;26;6
f_f000932,F01,f000932,5,2023-06-03,2023-06-05,자가용,강원 방문/수도권/강원 거주/39세 이하/부모 동반/일반미션,5,5;22;21
f_f000933,F02,f000933,1;21;22;24;5,2023-05-26,2023-05-30,대중교통 등,"대구,경북 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",1;21;22;24;5,5;1;22
f_f000936,F03,f000936,21;22;24;26;9,2023-05-28,2023-05-30,자가용,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션",21;22;24;26;9,9;22;6
f_f000942,F04,f000942,6;22;21;23;24;11,2023-05-28,2023-05-30,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/나홀로 여행/일반미션",6;22;21;23;24;11,23;6;21
f_f000943,F06,f000943,13;3;22;6;2;1;12,2023-05-26,2023-05-30,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/3인 이상 친구/일반미션",13;3;22;6;2;1;12,13;3;1
f_f000944,F02,f000944,1;22;23;26;4,2023-06-05,2023-06-07,자가용,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션",1;22;23;26;4,1;3;4
f_f000945,F01,f000945,10;21;22;3;4,2023-05-19,2023-05-21,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,10;21;22;3;4,23;24;10
f_f000947,F01,f000947,1;10;2;4;7,2023-05-19,2023-05-21,자가용,강원 방문/거주지 구분 없음/39세 이하/특별미션,1;10;2;4;7,1;2;3
f_f000951,F03,f000951,1;22;24;26;27,2023-05-27,2023-05-29,대중교통 등,경북 방문/거주지 구분 없음/39세 이하/특별미션,1;22;24;26;27,27;21;22
f_f000953,F02,f000953,22;24,2023-05-23,2023-05-24,대중교통 등,대구 방문/거주지 구분 없음/39세 이하/특별미션,22;24,1;4;24
f_f000954,F04,f000954,1;22;26;7;9,2023-05-27,2023-05-28,대중교통 등,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션",1;22;26;7;9,9;1;4
f_f000956,F03,f000956,2;6;1,2023-06-04,2023-06-07,자가용,"대구,경북 방문/경상권 거주/39세 이하/자녀동반/일반미션",2;6;1,2;3;9
f_f000958,F04,f000958,2;5,2023-05-21,2023-05-22,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/3인 이상 친구/일반미션",2;5,2;6;5
f_f000960,F01,f000960,21;28,2023-06-02,2023-06-04,자가용,강원 방문/거주지 구분 없음/39세 이하/특별미션,21;28,23;22;2
f_f000963,F05,f000963,23;9;1;11;24;21,2023-05-20,2023-05-23,자가용,"부산,울산,경남 방문/경상권 외 거주/39세 이하/자녀동반/일반미션",23;9;1;11;24;21,23;9;6
f_f000970,F06,f000970,2;6;22;26;3;24;23,2023-05-22,2023-05-25,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/자녀동반/일반미션",2;6;22;26;3;24;23,2;11;22
f_f000971,F03,f000971,3;5;8;4;11;22;21,2023-06-04,2023-06-07,자가용,"대구,경북 방문/경상권 거주/39세 이하/3인 이상 친구/일반미션",3;5;8;4;11;22;21,11;6;3
f_f000972,F01,f000972,1;23;13;21;12;22,2023-05-27,2023-05-29,자가용,강원 방문/수도권/강원 거주/40세 이상/3인 이상 친구/일반미션,1;23;13;21;12;22,21;1;12
f_f000974,F06,f000974,1;10;2;21;22,2023-05-27,2023-05-30,자가용,경남 방문/거주지 구분 없음/39세 이하/특별미션,1;10;2;21;22,21;10;3
f_f000975,F04,f000975,1;13;22,2023-05-26,2023-05-30,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/커플/일반미션",1;13;22,1;13;22
f_f000976,F04,f000976,26;27;4,2023-05-27,2023-05-29,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션",26;27;4,9;11;6
f_f000977,F01,f000977,11;2;4;5;7,2023-05-27,2023-05-30,자가용,강원 방문/수도권/강원 거주/39세 이하/3대 동반 여행/일반미션,11;2;4;5;7,28;5;7
f_f000981,F03,f000981,4,2023-05-26,2023-05-30,자가용,"대구,경북 방문/경상권 외 거주/39세 이하/자녀동반/일반미션",4,11;4;24
f_f000994,F01,f000994,24;26;28;6;7,2023-05-27,2023-05-30,자가용,강원 방문/수도권/강원 거주/39세 이하/나홀로 여행/일반미션,24;26;28;6;7,26;6;21
f_f000995,F03,f000995,1;2;3,2023-06-03,2023-06-05,자가용,"대구,경북 방문/경상권 외 거주/39세 이하/자녀동반/일반미션",1;2;3,3;4;22
f_f000997,F06,f000997,2;3;4;1;5,2023-05-27,2023-05-30,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/3인 이상 친구/일반미션",2;3;4;1;5,3;4;1
f_f000998,F01,f000998,12;22;24,2023-06-03,2023-06-06,자가용,강원 방문/거주지 구분 없음/39세 이하/특별미션,12;22;24,22;2;24
f_f001000,F01,f001000,3,2023-05-28,2023-05-30,자가용,강원 방문/수도권/강원 거주/39세 이하/부부/일반미션,3,3;4;1
f_f001004,F01,f001004,6;3;4;5;11;24;22;26;26;27;7;1;3;21;28,2023-06-03,2023-06-07,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,6;3;4;5;11;24;22;26;26;27;7;1;3;21;28,3;6;5
f_f001011,F03,f001011,21;27;28;8,2023-06-04,2023-06-07,자가용,경북 방문/거주지 구분 없음/40세 이상/특별미션,21;27;28;8,10;27;28
f_f001012,F06,f001012,3;13,2023-05-20,2023-05-21,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/커플/일반미션",3;13,3;9;13
f_f001013,F06,f001013,8;9;22;24;26;21;27;3;6,2023-05-20,2023-05-22,자가용,경남 방문/거주지 구분 없음/39세 이하/특별미션,8;9;22;24;26;21;27;3;6,8;22;21
f_f001014,F04,f001014,22;23;24;26,2023-05-28,2023-05-30,자가용,부산 방문/거주지 구분 없음/39세 이하/특별미션,22;23;24;26,1;23;6
f_f001015,F04,f001015,1;22;24;26;27,2023-05-27,2023-05-30,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",1;22;24;26;27,4;1;22
f_f001019,F03,f001019,2;6,2023-05-20,2023-05-21,자가용,"대구,경북 방문/경상권 거주/40세 이상/자녀동반/일반미션",2;6,2;6;1
f_f001020,F01,f001020,21;22;25;27;8,2023-06-03,2023-06-06,자가용,강원 방문/수도권/강원 거주/39세 이하/나홀로 여행/일반미션,21;22;25;27;8,8;25;24
f_f001024,F01,f001024,12;13;21;22;23,2023-05-20,2023-05-22,자가용,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션,12;13;21;22;23,3;22;21
f_f001027,F01,f001027,12;21;27;28,2023-05-25,2023-05-26,자가용,강원 방문/수도권/강원 거주/40세 이상/3인 이상 친구/일반미션,12;21;27;28,27;5;26
f_f001028,F02,f001028,5;23;26,2023-05-27,2023-05-29,대중교통 등,"대구,경북 방문/경상권 외 거주/40세 이상/자녀동반/일반미션",5;23;26,5;23;26
f_f001031,F04,f001031,1;4;24;6;9;22,2023-05-27,2023-05-30,자가용,부산 방문/거주지 구분 없음/40세 이상/특별미션,1;4;24;6;9;22,6;9;2
f_f001033,F03,f001033,2;22;24;3;6,2023-05-20,2023-05-23,대중교통 등,"대구,경북 방문/경상권 외 거주/39세 이하/커플/일반미션",2;22;24;3;6,3;2;24
f_f001037,F01,f001037,1;10;22;3;5,2023-06-03,2023-06-07,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,1;10;22;3;5,5;3;23
f_f001038,F01,f001038,2;8;22;24,2023-05-26,2023-05-29,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,2;8;22;24,8;2;22
f_f001043,F04,f001043,1;22,2023-05-27,2023-05-29,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",1;22,2;22;1
f_f001045,F03,f001045,21;22;26;27;3,2023-05-28,2023-06-01,자가용,"대구,경북 방문/경상권 거주/39세 이하/나홀로 여행/일반미션",21;22;26;27;3,28;3;21
f_f001047,F06,f001047,5;21;24;27,2023-06-03,2023-06-06,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,5;21;24;27,5;27;24
f_f001048,F05,f001048,24;22;4;3;2;1;6,2023-05-23,2023-05-26,자가용,"부산,울산,경남 방문/경상권 외 거주/39세 이하/3인 이상 친구/일반미션",24;22;4;3;2;1;6,2;4;21
f_f001050,F01,f001050,21;22;26;6,2023-06-04,2023-06-07,대중교통 등,강원 방문/거주지 구분 없음/39세 이하/특별미션,21;22;26;6,22;3;6
f_f001051,F06,f001051,12;22;23;3;5,2023-05-27,2023-05-30,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,12;22;23;3;5,23;8;22
f_f001058,F04,f001058,1;2;3,2023-05-20,2023-05-22,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",1;2;3,4;1;24
f_f001061,F06,f001061,11;2;22;3;9,2023-05-23,2023-05-25,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션",11;2;22;3;9,28;22;11
f_f001062,F03,f001062,1;26;6;8;9,2023-05-27,2023-05-29,대중교통 등,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션",1;26;6;8;9,6;9;22
f_f001070,F06,f001070,24;6;5;12;22,2023-06-03,2023-06-05,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션",24;6;5;12;22,24;6;22
f_f001071,F06,f001071,2;6;9;21;11;22,2023-05-20,2023-05-21,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,2;6;9;21;11;22,9;21;22
f_f001072,F03,f001072,11;12;21;3,2023-05-27,2023-05-30,자가용,"대구,경북 방문/경상권 외 거주/39세 이하/자녀동반/일반미션",11;12;21;3,3;12;21
f_f001073,F03,f001073,22;24,2023-06-04,2023-06-05,자가용,경북 방문/거주지 구분 없음/40세 이상/특별미션,22;24,22;26;24
f_f001075,F04,f001075,11;22;23;24;26,2023-06-02,2023-06-05,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부모 동반/일반미션",11;22;23;24;26,4;11;23
f_f001077,F01,f001077,24;4;6,2023-05-29,2023-05-30,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,24;4;6,6;4;24
f_f001078,F04,f001078,9;22;27,2023-05-20,2023-05-22,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",9;22;27,9;27;22
f_f001082,F06,f001082,2;5;21;22;24;26;28;4,2023-06-04,2023-06-07,자가용,"부산,울산,경남 방문/경상권 외 거주/39세 이하/3인 이상 친구/일반미션",2;5;21;22;24;26;28;4,2;5;28
f_f001083,F04,f001083,22;23;24;26;4,2023-05-29,2023-06-01,자가용,"부산,울산,경남 방문/경상권 외 거주/39세 이하/자녀동반/일반미션",22;23;24;26;4,22;26;23
f_f001093,F06,f001093,2;22;25;3,2023-06-04,2023-06-06,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션",2;22;25;3,25;22;1
f_f001097,F04,f001097,22;23;25;26;28,2023-05-29,2023-06-01,자가용,부산 방문/거주지 구분 없음/39세 이하/특별미션,22;23;25;26;28,1;4;10
f_f001098,F01,f001098,21;22;23,2023-05-28,2023-05-30,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,21;22;23,1;11;27
f_f001099,F01,f001099,1;12;21;22;3,2023-05-23,2023-05-26,대중교통 등,강원 방문/수도권/강원 외 거주/39세 이하/나홀로 여행/일반미션,1;12;21;22;3,21;3;22
f_f001100,F03,f001100,2;21,2023-05-27,2023-05-29,자가용,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션",2;21,2;21;6
f_f001101,F06,f001101,12;2;22;3;4,2023-05-22,2023-05-27,자가용,"부산,울산,경남 방문/경상권 외 거주/39세 이하/커플/일반미션",12;2;22;3;4,12;22;24
f_f001104,F03,f001104,5;4;12;26;22;24;21;2,2023-05-23,2023-05-25,자가용,"대구,경북 방문/경상권 외 거주/39세 이하/커플/일반미션",5;4;12;26;22;24;21;2,2;5;12
f_f001108,F01,f001108,22;5,2023-05-21,2023-05-23,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,22;5,5;22;2
f_f001109,F03,f001109,13;22;27;28;3,2023-05-27,2023-05-29,자가용,경북 방문/거주지 구분 없음/40세 이상/특별미션,13;22;27;28;3,3;11;6
f_f001110,F01,f001110,9;25;26;3,2023-05-25,2023-05-28,자가용,강원 방문/수도권/강원 거주/40세 이상/부부/일반미션,9;25;26;3,25;26;9
f_f001114,F06,f001114,9;21,2023-05-27,2023-05-28,대중교통 등,경남 방문/거주지 구분 없음/39세 이하/특별미션,9;21,21;9;24
f_f001120,F06,f001120,25,2023-05-26,2023-05-28,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,25,25;22;24
f_f001125,F03,f001125,22;24;26,2023-05-21,2023-05-22,자가용,경북 방문/거주지 구분 없음/39세 이하/특별미션,22;24;26,2;24;9
f_f001129,F01,f001129,24;3;4,2023-05-27,2023-05-29,대중교통 등,강원 방문/수도권/강원 거주/39세 이하/나홀로 여행/일반미션,24;3;4,24;3;4
f_f001130,F04,f001130,1;22;4,2023-05-23,2023-05-24,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/커플/일반미션",1;22;4,1;3;4
f_f001133,F01,f001133,4;6,2023-05-26,2023-05-28,자가용,강원 방문/수도권/강원 거주/40세 이상/부부/일반미션,4;6,6;4;13
f_f001136,F01,f001136,1;22;24;5;8,2023-06-05,2023-06-07,자가용,강원 방문/수도권/강원 외 거주/39세 이하/자녀동반/일반미션,1;22;24;5;8,8;24;22
f_f001137,F04,f001137,1;10;22;4;9,2023-05-27,2023-05-30,대중교통 등,부산 방문/거주지 구분 없음/39세 이하/특별미션,1;10;22;4;9,4;6;1
f_f001140,F03,f001140,3;5;8;6,2023-05-26,2023-05-29,자가용,"대구,경북 방문/경상권 거주/40세 이상/자녀동반/일반미션",3;5;8;6,8;5;3
f_f001141,F01,f001141,5;3,2023-06-04,2023-06-07,자가용,강원 방문/수도권/강원 거주/40세 이상/자녀동반/일반미션,5;3,5;3;1
f_f001146,F01,f001146,1;22;12;7;13;25,2023-05-27,2023-05-29,자가용,강원 방문/거주지 구분 없음/39세 이하/특별미션,1;22;12;7;13;25,25;1;4
f_f001148,F01,f001148,21;22;3;5;8,2023-06-05,2023-06-07,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,21;22;3;5;8,8;28;3
f_f001154,F06,f001154,8,2023-06-03,2023-06-05,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션",8,8;6;12
f_f001161,F03,f001161,11;6,2023-05-27,2023-05-30,대중교통 등,"대구,경북 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",11;6,11;6;24
f_f001162,F03,f001162,3;21;22;26;27,2023-06-23,2023-06-25,자가용,"대구,경북 방문/경상권 거주/39세 이하/3인 이상 친구/일반미션",3;21;22;26;27,23;2;6
f_f001165,F04,f001165,10;21;26;4;5,2023-05-27,2023-05-29,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/3대 동반 여행/일반미션",10;21;26;4;5,2;9;21
f_f001168,F04,f001168,2;1;5;22;26;6,2023-05-27,2023-05-30,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션",2;1;5;22;26;6,2;22;6
f_f001170,F01,f001170,1;22;24;5;8,2023-06-03,2023-06-07,자가용,강원 방문/수도권/강원 거주/40세 이상/자녀동반/일반미션,1;22;24;5;8,6;8;3
f_f001173,F03,f001173,1;11;3;6;9,2023-05-26,2023-05-30,자가용,"대구,경북 방문/경상권 거주/40세 이상/3대 동반 여행/일반미션",1;11;3;6;9,21;22;1
f_f001178,F01,f001178,1;22;24;26;6,2023-05-27,2023-05-30,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,1;22;24;26;6,6;22;27
f_f001179,F04,f001179,1;2;3;4;6;12;22;23;21;13;26;27;28;7;10;9,2023-05-30,2023-06-02,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/40세 이상/나홀로 여행/일반미션",1;2;3;4;6;12;22;23;21;13;26;27;28;7;10;9,21;23;4
f_f001180,F03,f001180,12;2;22;5;6,2023-06-03,2023-06-06,자가용,"대구,경북 방문/경상권 외 거주/39세 이하/커플/일반미션",12;2;22;5;6,22;2;26
f_f001182,F01,f001182,10;22;5;6;9,2023-06-05,2023-06-07,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,10;22;5;6;9,2;5;23
f_f001185,F01,f001185,21;22;3;5;8,2023-05-27,2023-05-30,자가용,강원 방문/수도권/강원 거주/40세 이상/자녀동반/일반미션,21;22;3;5;8,8;11;3
f_f001186,F04,f001186,1;22;4;5;7,2023-05-26,2023-05-29,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/커플/일반미션",1;22;4;5;7,5;6;4
f_f001187,F04,f001187,3;4;6;25;24;26,2023-05-26,2023-05-30,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부모 동반/일반미션",3;4;6;25;24;26,3;22;26
f_f001188,F01,f001188,10;23;26;4;6,2023-06-05,2023-06-07,대중교통 등,강원 방문/수도권/강원 거주/39세 이하/부부/일반미션,10;23;26;4;6,10;23;22
f_f001189,F01,f001189,1;2;3;4;9,2023-06-06,2023-06-12,자가용,강원 방문/수도권/강원 거주/40세 이상/자녀동반/일반미션,1;2;3;4;9,21;2;6
f_f001192,F06,f001192,24;4,2023-06-02,2023-06-05,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,24;4,24;4;3
f_f001196,F01,f001196,28;2;22;13;26;12,2023-05-28,2023-05-30,자가용,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션,28;2;22;13;26;12,2;6;9
f_f001198,F01,f001198,1;3;4;6;7,2023-05-26,2023-05-29,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,1;3;4;6;7,3;8;6
f_f001202,F01,f001202,22;4,2023-05-22,2023-05-24,자가용,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션,22;4,4;1;21
f_f001203,F04,f001203,2;3;4;6;9;12;21;22;24;26;27,2023-06-02,2023-06-05,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/나홀로 여행/일반미션",2;3;4;6;9;12;21;22;24;26;27,1;22;26
f_f001204,F06,f001204,9;6;22;24;26;1,2023-05-26,2023-05-29,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/나홀로 여행/일반미션",9;6;22;24;26;1,6;9;22
f_f001205,F03,f001205,1;12;22;26;4,2023-06-03,2023-06-05,대중교통 등,"대구,경북 방문/경상권 외 거주/39세 이하/커플/일반미션",1;12;22;26;4,22;12;4
f_f001208,F04,f001208,2;22;23;27,2023-06-09,2023-06-11,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/자녀동반/일반미션",2;22;23;27,1;11;26
f_f001212,F01,f001212,11;22,2023-06-04,2023-06-06,자가용,강원 방문/수도권/강원 거주/39세 이하/자녀동반/일반미션,11;22,11;22;26
f_f001216,F06,f001216,3;4;5;6;8,2023-05-26,2023-05-28,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션",3;4;5;6;8,8;13;3
f_f001217,F04,f001217,1;23;26;27;4,2023-05-27,2023-05-29,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션",1;23;26;27;4,1;4;23
f_f001219,F03,f001219,3,2023-05-21,2023-05-22,대중교통 등,"대구,경북 방문/경상권 거주/40세 이상/커플/일반미션",3,3;4;1
f_f001224,F01,f001224,22,2023-05-22,2023-05-25,대중교통 등,강원 방문/거주지 구분 없음/39세 이하/특별미션,22,22;12;3
f_f001232,F06,f001232,22;24;26,2023-05-21,2023-05-22,대중교통 등,경남 방문/거주지 구분 없음/39세 이하/특별미션,22;24;26,22;26;24
f_f001235,F03,f001235,12;2;22;3;6,2023-05-21,2023-05-23,대중교통 등,"대구,경북 방문/경상권 외 거주/39세 이하/3인 이상 친구/일반미션",12;2;22;3;6,3;22;21
f_f001237,F02,f001237,1;22;25;26;4,2023-06-01,2023-06-04,자가용,"대구,경북 방문/경상권 거주/39세 이하/부모 동반/일반미션",1;22;25;26;4,25;13;4
f_f001238,F06,f001238,21;22;24;4;6,2023-05-27,2023-05-29,자가용,"부산,울산,경남 방문/경상권 거주/40세 이상/3인 이상 친구/일반미션",21;22;24;4;6,27;21;22
f_f001240,F03,f001240,21;22;24;26;4,2023-06-05,2023-06-06,자가용,"대구,경북 방문/경상권 거주/40세 이상/부부/일반미션",21;22;24;26;4,4;13;25
f_f001243,F06,f001243,2;23;22;21;11;9;6,2023-06-04,2023-06-07,자가용,경남 방문/거주지 구분 없음/39세 이하/특별미션,2;23;22;21;11;9;6,6;23;2
f_f001244,F03,f001244,1;12;22;3;7,2023-06-06,2023-06-08,자가용,경북 방문/거주지 구분 없음/40세 이상/특별미션,1;12;22;3;7,22;3;26
f_f001246,F04,f001246,5;4;23;23,2023-05-27,2023-05-30,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션",5;4;23;23,4;23;5
f_f001251,F06,f001251,22;3;6,2023-06-10,2023-06-11,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,22;3;6,6;3;21
f_f001252,F01,f001252,10;22;23;24;26,2023-05-27,2023-05-30,자가용,강원 방문/수도권/강원 거주/40세 이상/자녀동반/일반미션,10;22;23;24;26,10;22;1
f_f001253,F04,f001253,1;10;2;3;4,2023-05-27,2023-05-30,자가용,"부산,울산,경남 방문/경상권 외 거주/40세 이상/자녀동반/일반미션",1;10;2;3;4,3;6;1
f_f001255,F04,f001255,1;2;4;5;6,2023-06-02,2023-06-05,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/커플/일반미션",1;2;4;5;6,1;22;23
f_f001256,F01,f001256,2;5;8;12;24;27,2023-05-27,2023-05-30,자가용,강원 방문/수도권/강원 거주/40세 이상/자녀동반/일반미션,2;5;8;12;24;27,2;12;27
f_f001257,F04,f001257,26;22;27;6;21,2023-06-02,2023-06-04,대중교통 등,"부산,울산,경남 방문/경상권 거주/39세 이하/부부/일반미션",26;22;27;6;21,6;27;22
f_f001258,F06,f001258,2;22;25;6;9,2023-05-27,2023-05-28,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션",2;22;25;6;9,22;25;24
f_f001259,F03,f001259,2;3,2023-05-27,2023-05-28,자가용,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션",2;3,2;3;4
f_f001264,F04,f001264,1;2;22;23;5,2023-06-02,2023-06-04,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/40세 이상/커플/일반미션",1;2;22;23;5,1;5;23
f_f001266,F01,f001266,24;3;9,2023-05-23,2023-05-29,자가용,강원 방문/수도권/강원 거주/40세 이상/부부/일반미션,24;3;9,9;24;3
f_f001268,F04,f001268,21;23;27;28;4,2023-06-03,2023-06-06,대중교통 등,부산 방문/거주지 구분 없음/40세 이상/특별미션,21;23;27;28;4,4;21;27
f_f001271,F04,f001271,4;6,2023-05-27,2023-05-29,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/커플/일반미션",4;6,27;6;1
f_f001272,F06,f001272,22;3;26,2023-05-29,2023-05-30,자가용,경남 방문/거주지 구분 없음/39세 이하/특별미션,22;3;26,1;22;26
f_f001273,F04,f001273,13;24;4;9,2023-05-26,2023-05-29,자가용,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부모 동반/일반미션",13;24;4;9,4;13;9
f_f001275,F01,f001275,13;23;3,2023-06-03,2023-06-06,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,13;23;3,28;23;6
f_f001276,F06,f001276,1;21;22;27;28,2023-05-26,2023-05-28,자가용,경남 방문/거주지 구분 없음/39세 이하/특별미션,1;21;22;27;28,5;27;1
f_f001279,F06,f001279,1;21;22;3;9,2023-05-27,2023-05-30,대중교통 등,"부산,울산,경남 방문/경상권 거주/39세 이하/부모 동반/일반미션",1;21;22;3;9,9;3;24
f_f001281,F06,f001281,21;22;23;24;3,2023-05-25,2023-05-27,자가용,경남 방문/거주지 구분 없음/40세 이상/특별미션,21;22;23;24;3,21;23;24
f_f001282,F04,f001282,1;26;4;7,2023-05-27,2023-05-30,자가용,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",1;26;4;7,1;22;9
f_f001287,F03,f001287,13;2;24;3;6,2023-05-29,2023-05-30,자가용,경북 방문/거주지 구분 없음/40세 이상/특별미션,13;2;24;3;6,24;22;26
f_f001292,F06,f001292,11;2;22;4;9,2023-05-26,2023-05-28,자가용,경남 방문/거주지 구분 없음/39세 이하/특별미션,11;2;22;4;9,3;9;11
f_f001294,F04,f001294,11;2;4;6;9,2023-05-27,2023-05-30,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/3인 이상 친구/일반미션",11;2;4;6;9,6;11;1
f_f001296,F03,f001296,3;2;4;3;3;12;13;22;23;24;27;26;21;1,2023-06-04,2023-06-07,대중교통 등,"대구,경북 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",3;2;4;3;3;12;13;22;23;24;27;26;21;1,3;24;4
f_f001299,F06,f001299,2;5;6,2023-06-04,2023-06-06,자가용,"부산,울산,경남 방문/경상권 거주/39세 이하/자녀동반/일반미션",2;5;6,5;8;22
f_f001308,F01,f001308,21;22;23;24;27,2023-05-29,2023-06-01,자가용,강원 방문/거주지 구분 없음/39세 이하/특별미션,21;22;23;24;27,21;22;23
f_f001312,F01,f001312,27,2023-05-28,2023-05-30,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,27,6;27;24
f_f001315,F03,f001315,21;22,2023-06-06,2023-06-07,자가용,경북 방문/거주지 구분 없음/39세 이하/특별미션,21;22,21;22;24
f_f001317,F03,f001317,1;10;2;22;7,2023-05-27,2023-05-30,자가용,"대구,경북 방문/경상권 거주/39세 이하/자녀동반/일반미션",1;10;2;22;7,2;22;10
f_f001319,F01,f001319,11;2;22;24;5,2023-05-28,2023-05-30,자가용,강원 방문/거주지 구분 없음/40세 이상/특별미션,11;2;22;24;5,2;6;21
f_f001324,F01,f001324,22;26;5,2023-06-03,2023-06-06,자가용,강원 방문/거주지 구분 없음/39세 이하/특별미션,22;26;5,22;26;2
f_f001327,F03,f001327,1;22;23;26;4,2023-05-26,2023-05-29,자가용,"대구,경북 방문/경상권 외 거주/39세 이하/커플/일반미션",1;22;23;26;4,9;22;12
f_f001328,F06,f001328,21;22;3;4;6,2023-05-25,2023-05-28,자가용,경남 방문/거주지 구분 없음/39세 이하/특별미션,21;22;3;4;6,21;23;22
